time/episodes,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/actor_loss,train/critic_loss,time/fps,rollout/ep_len_mean,train/n_updates
272,0.001,-116.44207766000001,1341,104972,-120.04987720239943,8.069462121090043,78,430.51,104801
276,0.001,-115.84203765000001,1346,105375,-119.42212529675714,10.617039019486,78,425.33,105229
280,0.001,-115.62604167,1351,105684,-119.40241189436479,7.579484511505473,78,424.53,105541
284,0.001,-115.02919171999999,1356,106244,-119.0462730221632,8.348890874443985,78,427.34,105876
288,0.001,-113.36042470999998,1375,108914,-117.93819694519043,8.802485476732254,79,449.54,107252
292,0.001,-111.48379997999999,1422,110977,-116.47401587772733,12.04306360795924,78,465.07,110792
296,0.001,-109.84131990000002,1451,114532,-115.38394651357193,7.042729422362925,78,493.2,112870
300,0.001,-109.24598182000001,1482,115438,-112.37982011348643,7.7801866455281035,77,483.61,115220
304,0.001,-110.01635209999999,1506,117528,-110.26043923144626,10.443937515477455,78,499.91,116920
308,0.001,-110.01967108,1572,123428,-102.89695045948028,7.876355619952083,78,554.88,121766
312,0.001,-109.86852186999998,1643,128340,-97.33982901573181,7.181033525615931,78,599.42,127008
316,0.001,-110.11805932999998,1683,130685,-95.82749384319972,7.072773458465697,77,618.55,129998
320,0.001,-108.36380776999998,1714,132429,-95.58277760981281,8.911909371691465,77,612.56,132297
324,0.001,-104.41897975,1759,135776,-94.45699555533272,6.91185199362891,77,623.86,135623
328,0.001,-104.30048901,1766,136275,-93.94703740181683,6.162932681522781,77,619.06,136106
332,0.001,-103.0953703,1780,137958,-93.16604221228397,6.7581021036162525,77,590.63,137093
336,0.001,-105.18759820000001,1811,140924,-90.07543508982579,7.399069012208129,77,585.22,139382
340,0.001,-106.58040227,1849,142980,-86.43972226358137,6.164714248725652,77,594.78,142180
344,0.001,-110.08314299,1904,147894,-80.01183205320125,6.868579330151541,77,604.7,146232
348,0.001,-112.00037543999998,1969,152576,-74.85633559496898,5.424702825036439,77,626.3,150914
352,0.001,-112.54183885,2001,153543,-71.53583258871707,4.718530336151952,76,607.6,153319
356,0.001,-114.04638677000001,2025,155484,-69.52170877636604,4.030665701852654,76,563.01,155003
360,0.001,-115.30146567000001,2042,156710,-67.99339225001202,5.31305562926564,76,526.66,156257
364,0.001,-117.43409385999999,2099,162092,-63.387131581306456,5.048064922280609,77,577.79,160430
368,0.001,-116.49917491999999,2144,165436,-58.576813657283786,5.009002116695046,77,608.14,163774
372,0.001,-116.91460227999998,2168,165725,-55.61431363262707,6.059436177905602,76,607.53,165589
376,0.001,-117.72995586,2174,166244,-55.585012964101935,4.559793999561896,76,608.69,166014
380,0.001,-117.77997766,2202,168300,-54.40238983002468,6.330300765251046,76,626.16,168073
384,0.001,-117.94564468,2212,168995,-53.90387584544994,4.25496761445646,76,627.51,168685
388,0.001,-119.57564892999999,2247,171498,-53.80156999681054,4.42141126387003,76,625.84,171309
392,0.001,-121.26040759,2254,172060,-53.66518234625095,4.0802089823939935,76,610.83,171798
396,0.001,-122.4411947,2266,174232,-52.8495169077834,6.260441685376102,76,597.0,172570
400,0.001,-119.69631694000002,2319,176672,-52.67423926080976,3.9097195948873247,76,612.34,176534
404,0.001,-118.99874482000001,2325,178585,-52.650944510659016,6.502762260017814,76,610.57,176923
408,0.001,-118.01646666999999,2349,178905,-55.7709626369789,4.3143951208865055,76,554.77,178768
412,0.001,-117.85647415,2353,179192,-57.10384029812283,4.891064436899291,76,508.52,179061
416,0.001,-116.75479458,2357,179487,-57.95449801853725,5.008757725358009,76,488.02,179313
420,0.001,-117.11674203000001,2385,181633,-63.12921223741897,6.83831975392416,76,492.04,181385
424,0.001,-115.22905898,2415,185137,-72.13526100840996,5.872039682496854,76,493.61,183475
428,0.001,-115.33305453000001,2450,186583,-75.32997042890908,6.3555312093329315,76,503.08,186130
432,0.001,-113.85591376,2502,191547,-73.85437286853791,6.753863212838769,76,535.89,189885
436,0.001,-112.45524749999997,2528,193486,-70.49415066172776,5.99735530487542,76,525.62,191824
440,0.001,-110.39394874999998,2577,195911,-64.78067645220689,5.184741000054588,76,529.31,195485
444,0.001,-106.48703601,2629,200866,-61.02188806772232,4.806210424564779,76,529.72,199224
448,0.001,-104.03138428,2660,201857,-58.73625197563505,5.828781136097088,75,492.81,201603
452,0.001,-101.10828285999997,2678,203313,-58.55077649630033,4.724456744469129,75,497.7,202873
456,0.001,-95.62665247,2709,206061,-57.95418273620266,5.834801615279031,76,505.77,205134
460,0.001,-91.42025918000002,2748,208319,-56.5901332449913,5.608523956760764,75,516.09,208100
464,0.001,-89.70994601000001,2754,208611,-55.83765522126229,5.884629520677751,75,465.19,208478
468,0.001,-91.05703422000002,2758,208884,-54.367380647098315,4.219695377875777,75,434.48,208757
472,0.001,-90.96742276,2762,209195,-55.01429965045001,6.5126757568067255,75,434.7,209076
476,0.001,-90.42252755999999,2765,209468,-54.66745247031158,9.23536425491549,75,432.24,209315
480,0.001,-89.23123445000002,2783,210826,-54.2351823779644,5.419932972763387,75,425.26,210600
484,0.001,-89.71507437,2794,211649,-53.68248530796596,4.2815120032855445,75,426.54,211415
488,0.001,-90.83119180999998,2833,214981,-52.96024173372075,4.91767236149111,75,434.83,214164
492,0.001,-91.15492341999999,2845,215256,-52.643995083079616,4.689388795459972,75,431.96,215119
496,0.001,-91.40137984,2849,215541,-51.94623243808746,7.71695775911212,75,413.09,215366
500,0.001,-94.32367735,2856,216111,-52.21716871715727,4.033947853814988,75,394.39,215921
504,0.001,-94.52604827,2888,218872,-52.15939785639445,5.613556985308727,75,402.87,218199
508,0.001,-95.39487741,2910,220189,-52.54616334195622,5.6801126031818505,75,412.84,219867
512,0.001,-96.25478701,2931,221887,-51.589272457620375,6.6795605097127995,75,426.95,221373
516,0.001,-97.79696114000001,2992,227433,-51.868084518909455,5.361990830078721,76,479.46,225771
520,0.001,-99.07888745,3079,233833,-53.352760422229764,5.579062485657633,75,522.0,232171
524,0.001,-103.34992397,3165,239011,-49.67114987850189,4.279351379573345,75,538.74,238571
528,0.001,-103.07971588999999,3217,242739,-45.14636103833308,3.1147609372607996,75,561.56,242393
532,0.001,-102.83582558,3263,246080,-42.53937455773354,3.838578752875328,75,545.33,245758
536,0.001,-101.75272264000002,3273,248070,-41.21106040309852,5.236935706625522,75,545.84,246408
540,0.001,-101.95034508999998,3348,252155,-38.3882034599781,3.4323988642543553,75,562.44,251990
544,0.001,-103.89731647,3356,254152,-37.04388556441641,3.509274154659209,75,532.86,252490
548,0.001,-103.91091237,3384,254845,-36.31633800435289,3.3406811167146557,75,529.88,254625
552,0.001,-104.88505743,3396,255652,-35.434733374421945,4.053063865174952,75,523.39,255433
556,0.001,-106.54074238,3409,256647,-34.91757858008669,3.457411015504285,75,505.86,256383
560,0.001,-108.29907725999999,3420,257337,-34.30594178807666,3.970285198319028,75,490.18,257149
564,0.001,-107.353285,3451,259656,-33.426613325096035,3.877101685627397,75,510.45,259386
568,0.001,-106.29774767,3460,260770,-33.611545388025185,3.71135241657723,75,518.86,260013
572,0.001,-103.76079534,3497,263033,-32.71810000441795,2.7088425038165824,75,538.38,262792
576,0.001,-102.19478559000001,3510,263988,-32.2177295949724,3.1708589284784265,75,545.2,263729
580,0.001,-102.52067396000001,3521,264824,-32.280228050522325,3.474999640227189,75,539.98,264546
584,0.001,-101.55435788000001,3533,265733,-32.41358684091007,3.2032188104063857,75,540.84,265361
588,0.001,-99.18790314999998,3546,266588,-32.63855800762043,3.288430856241213,75,516.07,266322
592,0.001,-97.93903801999998,3554,267118,-32.27429042039094,3.169179138210085,75,518.62,266891
596,0.001,-97.09730658000001,3560,267561,-32.11294677522447,4.701143613016164,75,520.2,267377
600,0.001,-95.63276894999998,3567,268129,-31.977130764409115,5.147084234184341,75,520.18,267896
604,0.001,-94.09118674,3577,268742,-32.091560059944086,3.1811075956948036,75,498.7,268583
608,0.001,-92.29584514,3585,269657,-32.22200432108409,4.362134498891546,75,494.68,269171
612,0.001,-88.81774179000001,3612,271313,-31.959947089125826,4.205909585358996,75,494.26,271143
616,0.001,-86.92805396,3620,271850,-31.951437730055588,3.3176478944145718,75,444.17,271692
620,0.001,-84.97277449999997,3628,272586,-31.413487618122627,4.294198947215299,75,387.53,272330
624,0.001,-85.07691757999999,3637,273778,-31.5045741906687,4.426884655191117,75,347.67,272912
628,0.001,-80.7176679,3672,276318,-31.255116076082796,3.669395466852089,75,335.79,275518
632,0.001,-78.22585253,3689,278196,-30.98972886068779,3.933224101861318,75,321.16,276710
636,0.001,-77.96731562999999,3714,278686,-32.67928520577853,4.144183400224467,75,306.16,278564
640,0.001,-75.68724436999999,3728,279919,-33.78241634756569,4.368290165575539,75,277.64,279616
644,0.001,-73.53345885,3742,282056,-34.383962896681325,4.961893603973782,75,279.04,280558
648,0.001,-74.49531031000001,3802,286599,-36.91875583406479,4.86517219363697,75,317.54,284937
652,0.001,-74.42700330000001,3832,287461,-37.28642758236656,3.7958962977687016,75,318.09,287181
656,0.001,-75.05630373,3844,288490,-37.127129324551284,5.555531890638943,75,318.43,288044
660,0.001,-74.47455855999999,3865,289864,-37.33584030338975,3.621836889962681,74,325.27,289634
664,0.001,-74.10508684,3879,291365,-36.25090855360031,4.291634232991121,75,317.09,290589
668,0.001,-73.19632542,3902,292977,-34.447524395185646,3.6981627578587877,75,322.07,292262
672,0.001,-71.58775754999999,3933,295613,-33.54960929496561,4.518910339133036,75,325.8,294535
676,0.001,-72.72419217,3954,296307,-32.25274415068574,4.753892260593372,74,323.19,296111
680,0.001,-73.79947682000001,3967,297276,-31.72798749512317,5.137240097413655,74,324.52,297040
684,0.001,-74.19205037,3981,298556,-30.880522698471225,4.7157410576785965,74,328.23,298110
688,0.001,-75.0753711,4016,301208,-30.5174142742157,4.123571459166706,74,346.2,300533
692,0.001,-75.01823433999999,4035,302204,-30.009532841769133,3.5360197591962237,74,350.86,301888
696,0.001,-75.40661419,4086,307159,-29.328203963041304,4.089673545658588,75,395.98,305497
700,0.001,-75.15427150000001,4126,310117,-29.327696408046766,4.396338488144821,75,419.88,308455
704,0.001,-74.16431286000001,4170,311979,-29.047256172827954,3.3819976631762847,74,432.37,311715
708,0.001,-71.90380101000001,4185,313533,-29.004498240313954,3.7079184892811354,74,438.76,312753
712,0.001,-71.70160838,4209,315444,-29.356723720671365,4.0907798912460445,74,441.31,314482
716,0.001,-69.73756741,4241,317036,-30.00887066523234,3.8175603091716765,74,451.86,316890
720,0.001,-69.10915029,4247,317839,-29.913041929913383,3.6219302754626317,74,452.53,317306
724,0.001,-65.62242499999999,4272,319423,-31.114308016143575,4.256380868944229,74,456.45,319126
728,0.001,-68.61562529000001,4288,320408,-32.03522591569305,5.4378815379617444,74,440.9,320263
732,0.001,-71.22764574,4315,323298,-33.11066621661186,5.04878471609205,74,451.02,322191
736,0.001,-71.71024987,4394,328297,-36.03312522053719,4.348732157275081,74,496.11,328036
740,0.001,-73.85434243,4404,328953,-36.51337267631708,4.671414511841397,74,490.34,328752
744,0.001,-76.72236182,4412,329613,-36.15115455627441,3.730551080306371,74,475.57,329319
748,0.001,-77.64008294,4422,330803,-35.659165187655944,5.008345936605443,74,442.04,330034
752,0.001,-79.56278608000001,4442,332252,-35.749777961772494,3.921261388571855,74,447.91,331474
756,0.001,-81.32463167,4458,332921,-35.34755153775965,3.896274024210636,74,444.31,332699
760,0.001,-84.12218562,4480,334659,-34.034570514826484,4.187396566841484,74,447.95,334269
764,0.001,-85.70912579,4491,335366,-33.72625158901872,3.330985807961431,74,440.01,335090
768,0.001,-88.23057840000001,4524,338096,-32.90208645870811,5.062510183478326,74,451.19,337486
772,0.001,-92.55965228000001,4539,338764,-32.601402056323316,4.257129021674306,74,431.51,338563
776,0.001,-90.17888971999997,4589,342585,-32.82826476454735,4.74704768884927,74,462.78,342268
780,0.001,-89.69681940000001,4600,343190,-32.78480723388213,3.820937544331515,74,459.14,342996
784,0.001,-90.2693674,4639,347398,-33.24895014405251,4.685175868943333,74,488.42,345736
788,0.001,-92.13108281,4686,349498,-33.66231309533119,4.884536228328943,74,482.9,349187
792,0.001,-92.78819820000002,4702,350677,-33.6785089969635,5.2024892666018925,74,484.73,350353
796,0.001,-90.90432226000001,4714,351957,-34.12136517877448,4.540974683304356,74,447.98,351220
800,0.001,-92.56926559,4750,354083,-35.63868849790549,5.274579491041884,74,439.66,353851
804,0.001,-95.30665778000001,4760,354930,-35.567422594342915,5.1071255620645015,74,429.51,354580
808,0.001,-99.76456599,4794,357322,-37.24996675487464,4.851008106559576,74,437.89,357095
812,0.001,-104.22981289,4822,359359,-39.198573671068466,5.89236004778317,74,439.15,359124
816,0.001,-108.1968935,4851,361461,-40.761951376199725,5.981900840252638,74,444.25,361209
820,0.001,-110.76307601,4863,362308,-41.75706373550756,5.532259198335501,74,444.69,362108
824,0.001,-114.55508822,4873,363119,-41.635507264008396,5.4279284664102505,74,436.96,362794
828,0.001,-117.39531625999999,4926,368000,-40.93982172608376,5.732031316831708,74,475.92,366592
832,0.001,-119.51204554999998,4952,368727,-39.84528985481669,5.528534672862694,74,454.29,368521
836,0.001,-120.97301826000003,4966,369882,-38.74985981579893,5.6758701049763225,74,415.85,369529
840,0.001,-122.06978364999999,5003,372561,-38.32266964755215,5.091377089311789,74,436.08,372242
844,0.001,-123.00777590000001,5052,376006,-37.48340494770649,4.731696808633726,74,463.93,375820
848,0.001,-123.35076189,5081,379514,-36.73110814025436,6.221078804005748,74,487.11,377852
852,0.001,-120.68319862000003,5137,382737,-35.78906326456043,4.47712507666677,74,504.85,381983
856,0.001,-113.91566513000002,5212,389004,-34.52299705718599,5.294713300998795,74,560.83,387342
860,0.001,-109.91695918999999,5299,394038,-33.30860911488533,5.044110317490995,74,593.79,393742
864,0.001,-107.85084361999998,5369,400438,-33.21443732976913,4.724030782151967,74,650.72,398776
868,0.001,-102.75068166000001,5415,403705,-31.773286819458008,3.224929691030738,74,656.09,402147
872,0.001,-97.11081529,5466,406199,-30.49296367212093,5.538695486692282,74,674.35,405958
876,0.001,-97.07323888,5479,407752,-30.42316670137293,5.13299895548353,74,651.67,406858
880,0.001,-96.34473763999999,5502,408850,-30.63107268417938,5.913062886723989,74,656.6,408571
884,0.001,-93.00100056,5528,410642,-30.650599100599727,5.3177806911483465,74,632.44,410455
888,0.001,-80.33384203,5585,416219,-30.69401978016308,4.290575215703111,74,667.21,414557
892,0.001,-70.36624196,5668,421827,-28.73844985105674,3.891906291292548,74,711.5,420649
896,0.001,-69.75060779999998,5723,426326,-29.23281380414963,3.8204394283518197,74,743.69,424664
900,0.001,-62.10931945999999,5768,429314,-28.806134848250558,3.478483377197354,74,752.31,427966
904,0.001,-58.539121730000005,5800,430842,-27.930888141051422,4.279860488481834,74,759.12,430288
908,0.001,-56.83874093,5858,436018,-30.14406748202884,4.311366478512996,74,786.96,434356
912,0.001,-56.30815682,5945,442418,-38.213170462846755,4.98574024129659,74,830.59,440756
916,0.001,-56.903366240000004,6030,448582,-36.888742696046826,4.1363501909188924,74,871.21,446920
920,0.001,-58.17512763999999,6076,451908,-33.785908129907426,4.76581268252865,74,896.0,450246
924,0.001,-58.58497766999999,6110,453421,-32.50331911515961,4.433940041578557,74,903.02,452790
928,0.001,-57.06403432,6166,457091,-31.161387568712236,3.7657346251048147,74,890.91,456905
932,0.001,-53.842442969999986,6205,461370,-29.8516204774183,4.103980022762278,74,926.43,459708
936,0.001,-54.01780847,6292,466481,-26.85943665266037,4.0900107701309025,74,965.99,466108
940,0.001,-49.19365247,6317,468903,-25.748082086053817,4.627217282175393,74,963.42,467892
944,0.001,-46.349839300000006,6343,470012,-24.742916928397285,3.3191441545883813,74,940.06,469830
948,0.001,-41.405203150000006,6364,471498,-24.171343761020236,4.124618754784266,74,919.84,471359
952,0.001,-39.92337487,6378,473145,-24.280239306814302,4.394059025255968,74,904.08,472313
956,0.001,-40.711058399999985,6418,475483,-24.6407344911015,3.671122469450241,74,864.79,475249
960,0.001,-40.23170199999999,6439,476936,-24.94994436984798,5.12220022125783,74,828.98,476745
964,0.001,-41.22963145,6448,477647,-24.943093962967396,3.9453867853153497,74,772.09,477350
968,0.001,-38.14264340999999,6483,480198,-26.32689991127066,4.318270941575368,74,764.93,479962
972,0.001,-39.65396516,6529,484251,-26.29587727725506,3.696525516752154,74,780.52,483260
976,0.001,-40.3442836,6607,489239,-24.12446368575096,4.086879659183324,74,814.87,488989
980,0.001,-38.940882099999996,6640,491657,-23.89392235062339,3.296760568395257,74,828.07,491387
984,0.001,-40.886501859999996,6654,492626,-23.64318642356179,4.71923642353578,74,819.84,492370
988,0.001,-51.30529085,6685,495197,-23.82610119640827,3.854682965129614,74,789.78,494662
992,0.001,-60.21714862999999,6705,496418,-24.24707720560186,4.938343862838605,74,745.91,496075
996,0.001,-59.690289699999994,6746,499595,-24.788574219346046,4.248866433650255,74,732.69,499036
1000,0.001,-65.81557418,6759,500271,-25.369530033944223,3.2095861510576937,74,709.57,500037
1004,0.001,-64.4084512,6779,502345,-25.735408354642097,3.117247748793217,74,715.03,501426
1008,0.001,-60.472040899999996,6811,503998,-26.631070051874435,3.3847034254244397,73,679.8,503786
1012,0.001,-55.38490768,6822,505951,-26.94405226934524,3.3642608953373774,74,635.33,504512
1016,0.001,-42.025405170000006,6879,509963,-27.6327064895277,3.6903972096403477,74,613.81,508665
1020,0.001,-40.36550259,6921,511926,-30.271877204422402,4.000645400676052,73,600.18,511755
1024,0.001,-40.17315078,6948,513959,-30.632148591098407,3.5783831848214005,73,605.38,513752
1028,0.001,-40.99134084,6956,514470,-30.707673926102487,5.401428807200047,73,573.79,514316
1032,0.001,-44.396301890000004,6964,515054,-30.353251673958518,3.854292570867322,73,536.84,514891
1036,0.001,-44.65245602000001,6975,517262,-30.272451263701843,5.7052753289302665,74,507.81,515600
1040,0.001,-49.68600733000001,7003,519260,-29.936822782244,5.04114343495596,74,503.57,517598
1044,0.001,-53.781662970000006,7091,525660,-28.146946675777436,4.628039240110666,74,556.48,523998
1048,0.001,-54.234524580000006,7160,530067,-27.626682174616846,5.026416585620107,74,585.69,529030
1052,0.001,-54.408800629999995,7201,533142,-28.09361339089097,3.4889839357690304,74,599.97,532040
1056,0.001,-57.05669224999999,7221,534249,-28.824354991016772,3.2856731126772476,73,587.66,533521
1060,0.001,-55.225968429999995,7240,535922,-28.89841771481642,4.777079480975422,74,589.86,534880
1064,0.001,-46.97220960999999,7302,540966,-28.69669437766075,4.158470847364515,74,633.19,539364
1068,0.001,-47.25840857,7356,544499,-28.47610714990799,3.402790457265426,74,643.01,543321
1072,0.001,-36.847344160000006,7417,549008,-28.681898271527693,3.7989524807357267,74,647.57,547775
1076,0.001,-36.857083540000005,7460,551392,-28.202145613771577,4.4696816304209515,73,621.53,550934
1080,0.001,-33.90114210000001,7486,553312,-27.673146225813497,3.8316772997896105,73,616.55,552858
1084,0.001,-32.16004056,7507,554699,-27.847445763669533,4.025788213563176,73,620.73,554348
1088,0.001,-27.773783190000003,7538,556825,-27.741887787515804,3.5002536273510882,73,616.28,556602
1092,0.001,-25.624895610000003,7585,560451,-26.98676281724955,3.1457339548648187,73,640.33,560031
1096,0.001,-21.459514410000008,7633,563748,-26.649282145500184,4.1583157152496275,73,641.53,563431
1100,0.001,-13.153186210000001,7664,567062,-26.703581440616663,3.091135830316745,73,667.91,565592
1104,0.001,-14.027114619999999,7716,569676,-26.59805555192251,4.441748054254623,73,673.31,569413
1108,0.001,-18.010806149999997,7732,572182,-26.822388267990377,3.3548983632039198,73,681.84,570520
1112,0.001,-21.504212460000005,7820,578582,-27.972736463546752,4.250693695228547,73,726.31,576920
1116,0.001,-28.570504770000007,7908,584982,-28.24511389374733,4.2934420677088205,73,750.19,583320
1120,0.001,-23.105820570000006,7995,590751,-27.4892429459095,3.9843881961889567,73,788.25,589622
1124,0.001,-18.523734340000004,8027,592322,-26.75397847925575,3.883373706375511,73,783.63,592021
1128,0.001,-16.645884130000002,8038,593122,-26.670959926786878,3.695630429756074,73,786.52,592800
1132,0.001,-13.778728190000002,8054,594191,-26.379383482306128,4.057620204381576,73,791.37,593979
1136,0.001,-11.652296130000002,8086,596508,-26.467671651688832,4.108089514194973,73,792.46,596252
1140,0.001,-8.46719637,8100,597628,-26.746669633047922,4.472378166481143,73,783.68,597247
1144,0.001,1.549550940000001,8122,599863,-26.638004233620382,3.5291430662978778,73,742.03,598819
1148,0.001,7.339157059999999,8165,603601,-27.517774800623744,3.7755618682516014,73,735.34,601939
1152,0.001,1.9347247599999988,8234,607483,-26.073629456337052,4.207957037621075,73,743.41,606937
1156,0.001,-0.543653240000003,8254,608701,-26.12508709515844,3.910678288566747,73,744.52,608370
1160,0.001,-5.4129286100000025,8273,610175,-25.520960781743618,3.592483623214541,73,742.53,609729
1164,0.001,-14.45791264,8291,611277,-25.82010567749982,4.292566914286913,73,703.11,611027
1168,0.001,-15.243367770000003,8328,614678,-25.28971009317328,3.7093295150544394,73,701.79,613678
1172,0.001,-26.038987979999998,8358,616658,-25.176275332270183,4.263823981416719,73,676.5,615884
1176,0.001,-19.022246449999997,8396,619713,-24.94868432294141,3.7387651735329412,73,683.21,618650
1180,0.001,-15.933430359999997,8447,622933,-24.645162037912126,4.443059801024137,73,696.21,622308
