train/policy_loss,train/value_loss,time/time_elapsed,train/n_updates,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/explained_variance,rollout/ep_len_mean,time/fps,train/entropy_loss,train/learning_rate
-2.786770820617676,7.710295677185059,0,99,100,-200.0,500,0.001977086067199707,200.0,756,-1.0963308811187744,0.0007
-2.507308006286621,6.673971652984619,1,199,200,-200.0,1000,-0.008685111999511719,200.0,715,-1.094759225845337,0.0007
-2.456382989883423,5.800253391265869,2,299,300,-200.0,1500,-0.003626227378845215,200.0,698,-1.0963118076324463,0.0007
-2.307451009750366,5.016650199890137,2,399,400,-200.0,2000,0.012090206146240234,200.0,712,-1.095395565032959,0.0007
-2.097529888153076,4.401639461517334,3,499,500,-200.0,2500,0.002146303653717041,200.0,709,-1.0982186794281006,0.0007
-1.9249117374420166,3.7936336994171143,4,599,600,-200.0,3000,0.0031870007514953613,200.0,725,-1.0979028940200806,0.0007
-1.7653106451034546,3.250248670578003,4,699,700,-200.0,3500,-0.0010811090469360352,200.0,734,-1.0978541374206543,0.0007
-1.5680381059646606,2.733344554901123,5,799,800,-200.0,4000,-5.6862831115722656e-05,200.0,737,-1.0884023904800415,0.0007
-1.3568252325057983,2.2631947994232178,6,899,900,-200.0,4500,0.0001818537712097168,200.0,742,-1.07612943649292,0.0007
-1.4839361906051636,1.8388073444366455,6,999,1000,-200.0,5000,0.00010347366333007812,200.0,750,-1.0726624727249146,0.0007
-1.023697853088379,1.4574707746505737,7,1099,1100,-200.0,5500,0.0003978610038757324,200.0,754,-1.0776078701019287,0.0007
-0.9732235670089722,1.121044635772705,7,1199,1200,-200.0,6000,0.00018346309661865234,200.0,756,-1.087531566619873,0.0007
-0.954425036907196,0.8285443186759949,8,1299,1300,-200.0,6500,-1.1920928955078125e-07,200.0,763,-1.0843688249588013,0.0007
-0.8137995600700378,0.580142617225647,9,1399,1400,-200.0,7000,0.0001341104507446289,200.0,768,-1.059674620628357,0.0007
-0.6500061750411987,0.3759519159793854,9,1499,1500,-200.0,7500,-4.172325134277344e-05,200.0,768,-1.0794414281845093,0.0007
-0.46460914611816406,0.21580390632152557,10,1599,1600,-200.0,8000,7.69495964050293e-05,200.0,769,-1.086142897605896,0.0007
-0.3063572943210602,0.09989115595817566,11,1699,1700,-200.0,8500,-0.00022649765014648438,200.0,772,-1.0790379047393799,0.0007
-0.1365528404712677,0.0280352421104908,11,1799,1800,-200.0,9000,0.0006101131439208984,200.0,765,-1.0548856258392334,0.0007
-0.028101187199354172,0.0010347235947847366,12,1899,1900,-200.0,9500,5.960464477539063e-08,200.0,761,-1.0695116519927979,0.0007
-0.0015881148865446448,2.4010428205656353e-06,13,1999,2000,-200.0,10000,4.9114227294921875e-05,200.0,765,-1.0717796087265015,0.0007
-5.061780939286109e-06,0.0,13,2099,2100,-200.0,10500,nan,200.0,768,-1.0727362632751465,0.0007
-1.821001569624059e-05,2.4447216473433286e-10,14,2199,2200,-200.0,11000,nan,200.0,764,-1.0753446817398071,0.0007
-1.0888868018810172e-05,3.2596289556430236e-10,15,2299,2300,-200.0,11500,-4.200000286102295,200.0,765,-1.0809956789016724,0.0007
-0.0,1.1641532356165829e-11,15,2399,2400,-200.0,12000,nan,200.0,771,-1.0741617679595947,0.0007
-5.6811818467394914e-06,4.6566129424663316e-11,16,2499,2500,-200.0,12500,nan,200.0,775,-1.0776227712631226,0.0007
-5.687492830475094e-06,1.1641532182693481e-10,16,2599,2600,-200.0,13000,0.9199999943375587,200.0,774,-1.0799700021743774,0.0007
-2.7013453291147016e-05,1.0128132776898724e-09,17,2699,2700,-200.0,13500,0.0,200.0,772,-1.0732042789459229,0.0007
9.17072975425981e-05,1.1606607230874033e-08,18,2799,2800,-200.0,14000,0.4432876706123352,200.0,775,-1.0833470821380615,0.0007
