time/total_timesteps,train/learning_rate,time/time_elapsed,time/episodes,train/n_updates,rollout/ep_rew_mean,train/ent_coef_loss,train/ent_coef,rollout/ep_len_mean,train/actor_loss,time/fps,train/critic_loss
23200,0.0003,600,116,23099,-182.77633625,-0.10050690174102783,0.06780402362346649,200.0,41.662349700927734,38,0.8372564315795898
24000,0.0003,620,120,23899,-166.45516856000003,-0.7511909008026123,0.06430432200431824,200.0,38.587181091308594,38,0.8369407653808594
24800,0.0003,641,124,24699,-164.0044326,-0.503446638584137,0.06390504539012909,200.0,36.22819900512695,38,0.5996124744415283
25600,0.0003,660,128,25499,-164.79385804,-0.3310132622718811,0.06172614172101021,200.0,36.66925048828125,38,1.3375979661941528
26400,0.0003,681,132,26299,-165.65510084000002,-0.254099041223526,0.06092437729239464,200.0,38.898170471191406,38,0.8050654530525208
27200,0.0003,701,136,27099,-157.14723337,-0.0072003696113824844,0.06576886773109436,200.0,33.496604919433594,38,0.9268791079521179
28000,0.0003,721,140,27899,-153.31122297,-0.08379067480564117,0.07036301493644714,200.0,32.42276382446289,38,1.2257826328277588
28800,0.0003,741,144,28699,-156.50487717,-0.7982131242752075,0.06974014639854431,200.0,39.92988586425781,38,0.9202762842178345
29600,0.0003,762,148,29499,-157.95220481,0.13623476028442383,0.06433364003896713,200.0,31.922985076904297,38,0.8266198635101318
30400,0.0003,782,152,30299,-163.36623444000003,0.10225465893745422,0.0598268136382103,200.0,32.71975326538086,38,0.7426296472549438
