rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/time_elapsed,time/iterations,train/policy_gradient_loss,train/clip_fraction,train/value_loss,train/loss,train/clip_range,train/entropy_loss,train/explained_variance,train/n_updates,train/learning_rate,train/approx_kl
82.44,-81.44,754,153600,203,75,-0.001669210155523615,0.014013671875,14.024954679608346,6.298810958862305,0.2,-0.1269359658821486,0.9328583851456642,740,0.0003,0.0012628572
81.8,-80.8,756,155648,205,76,-0.0014568451180821285,0.013720703125,15.443738186359406,11.733129501342773,0.2,-0.1308472698670812,0.9190909042954445,750,0.0003,0.0014253643
82.59,-81.59,757,157696,208,77,-0.0007945601348183118,0.0037109375,11.720953357219695,4.407042980194092,0.2,-0.10979757396271453,0.9401540942490101,760,0.0003,0.00045656555
83.39,-82.39,759,159744,210,78,-0.0023632386728422716,0.0138671875,11.6354645550251,5.870804786682129,0.2,-0.11437676908681169,0.944369487464428,770,0.0003,0.0013343894
83.29,-82.29,761,161792,212,79,-0.0013313046652910997,0.016455078125,12.706675891578197,6.129677772521973,0.2,-0.119378770084586,0.9367272183299065,780,0.0003,0.0014062488
84.18,-83.18,762,163840,214,80,-0.0037508251389226643,0.03173828125,12.698937086760997,5.295255184173584,0.2,-0.13951472562039272,0.9349556565284729,790,0.0003,0.0031792398
86.68,-85.68,764,165888,216,81,-0.0015756944667373318,0.014111328125,18.51966858357191,6.845285415649414,0.2,-0.15262965075671672,0.8840481787919998,800,0.0003,0.0015773983
86.03,-85.03,766,167936,219,82,-0.002135478163836524,0.019677734375,19.77591577023268,13.407553672790527,0.2,-0.16287800041027367,0.9059850126504898,810,0.0003,0.0018844043
86.2,-85.2,767,169984,221,83,-0.0032547780254390092,0.01318359375,18.345032478868962,8.044130325317383,0.2,-0.13673463290324434,0.8989157751202583,820,0.0003,0.0017244709
85.27,-84.27,769,172032,223,84,-0.0017879616363643436,0.012890625,15.841480500996113,9.50056266784668,0.2,-0.13224783276673407,0.9181350842118263,830,0.0003,0.0013120299
86.34,-85.34,770,174080,225,85,-0.002174289790855255,0.02158203125,9.647224494814873,2.4269251823425293,0.2,-0.1293233672506176,0.95515076816082,840,0.0003,0.0016635521
87.32,-86.32,772,176128,227,86,-0.002121458816691302,0.01259765625,26.74628628641367,9.926477432250977,0.2,-0.11606001977343113,0.7926356643438339,850,0.0003,0.0010094489
87.35,-86.35,774,178176,230,87,-0.0034632630406122187,0.015869140625,20.83072458654642,16.102745056152344,0.2,-0.1291469220072031,0.88848926872015,860,0.0003,0.0016037701
87.77,-86.77,775,180224,232,88,-0.0018012121789070079,0.019140625,17.22626903951168,15.523632049560547,0.2,-0.12444126607151702,0.8868202865123749,870,0.0003,0.001977991
83.3,-82.3,776,182272,234,89,-0.0016712478645786177,0.011865234375,9.678157602995634,2.6381518840789795,0.2,-0.12113255501026288,0.9529963657259941,880,0.0003,0.0010825108
81.96,-80.96,777,184320,236,90,-0.0008508573304425226,0.0123046875,9.962936410307885,3.529550075531006,0.2,-0.12565200962126255,0.9559563994407654,890,0.0003,0.001250257
81.22,-80.22,778,186368,239,91,-0.0029941445391159505,0.01748046875,9.538320852816105,3.875349521636963,0.2,-0.1187984982971102,0.9486604854464531,900,0.0003,0.001437328
82.05,-81.05,779,188416,241,92,-0.004391734544333304,0.02802734375,7.772474550455809,4.451555252075195,0.2,-0.1282230971381068,0.9582102410495281,910,0.0003,0.003321293
81.63,-80.63,781,190464,243,93,-0.0028035322422510943,0.019189453125,12.057391257584095,5.708731174468994,0.2,-0.12693642979720607,0.9381974563002586,920,0.0003,0.0019228036
82.23,-81.23,782,192512,246,94,-0.0032518532651010902,0.025146484375,7.469403719156981,3.374296188354492,0.2,-0.12017155889188871,0.9630280807614326,930,0.0003,0.0032511696
81.4,-80.4,783,194560,248,95,-0.0017165180266601964,0.009228515625,11.176863770186902,5.762502193450928,0.2,-0.1152580524678342,0.9447380192577839,940,0.0003,0.000917304
83.49,-82.49,784,196608,250,96,-0.0025110801667324266,0.013525390625,7.843404680490494,2.935873031616211,0.2,-0.12396456578280776,0.9613452851772308,950,0.0003,0.0010795745
84.53,-83.53,785,198656,252,97,-0.0031957889048499057,0.020703125,18.826851090788843,8.423604965209961,0.2,-0.14084117563907056,0.891202986240387,960,0.0003,0.0020202366
84.88,-83.88,786,200704,255,98,-0.0009713306906633079,0.01259765625,11.464710058271885,6.7149481773376465,0.2,-0.1118127423687838,0.941479429602623,970,0.0003,0.0009145759
