time/total_timesteps,train/learning_rate,time/time_elapsed,time/episodes,train/n_updates,rollout/ep_rew_mean,train/ent_coef_loss,train/ent_coef,rollout/ep_len_mean,train/actor_loss,time/fps,train/critic_loss
57828,0.0003,1005,124,57727,-100.32452672000001,0.00931781530380249,0.004037676379084587,439.45,1.3315141201019287,57,0.33374667167663574
62714,0.0003,1091,128,62613,-96.39397779999999,-1.1133546829223633,0.003630200633779168,485.17,0.6904357671737671,57,0.32643720507621765
66131,0.0003,1151,132,66030,-94.03388391000004,2.84401273727417,0.003627731464803219,514.4,0.45121824741363525,57,0.24447785317897797
72531,0.0003,1263,136,72430,-88.66571461000001,1.8279496431350708,0.003310808911919594,574.84,1.334965705871582,57,0.20110253989696503
78931,0.0003,1377,140,78830,-83.24879655000002,-0.007787346839904785,0.003357257228344679,631.18,2.937875270843506,57,0.20720109343528748
85331,0.0003,1491,144,85230,-78.6133831,1.1081609725952148,0.003289738902822137,690.23,2.485903263092041,57,0.21464002132415771
90587,0.0003,1585,148,90486,-72.57807675000001,3.027588367462158,0.0035507739521563053,738.02,3.7042455673217773,57,0.18400415778160095
95513,0.0003,1673,152,95412,-66.0876652,-0.960450291633606,0.003201431129127741,783.4,1.196128249168396,57,0.1318953037261963
100453,0.0003,1762,156,100352,-59.32828287,-1.0781240463256836,0.0034393297974020243,797.63,1.5786845684051514,57,0.2093493938446045
106853,0.0003,1877,160,106752,-50.230844289999986,1.1707544326782227,0.0033167866058647633,844.35,2.412518262863159,56,0.17834967374801636
113253,0.0003,1991,164,113152,-40.125697089999996,0.6352846622467041,0.0034272968769073486,900.47,0.971258819103241,56,0.15143924951553345
119653,0.0003,2106,168,119552,-29.36368813,0.18670909106731415,0.003820686601102352,958.25,0.40716448426246643,56,0.13745442032814026
124856,0.0003,2200,172,124755,-20.699854089999995,-1.9327248334884644,0.0041773393750190735,1005.94,0.0572684109210968,56,0.12699779868125916
127361,0.0003,2245,176,127260,-15.89827264,2.170506715774536,0.004494250752031803,1024.84,-0.5995987057685852,56,0.16839975118637085
129578,0.0003,2284,180,129477,-11.64297655,1.6745673418045044,0.004548688884824514,1041.18,-0.16691339015960693,56,0.1549270749092102
133506,0.0003,2355,184,133405,-4.799751959999998,2.3933768272399902,0.004763117991387844,1073.12,0.4742123484611511,56,0.2804495394229889
138550,0.0003,2445,188,138449,4.215091070000002,2.0175886154174805,0.005166897550225258,1059.56,-0.7970409393310547,56,0.30604708194732666
144717,0.0003,2556,192,144616,16.45944493,-0.2973260283470154,0.005602204240858555,1086.53,-1.9223783016204834,56,0.3396196961402893
151117,0.0003,2672,196,151016,29.031083669999997,-1.0250741243362427,0.0060753244906663895,1116.34,-4.557518005371094,56,0.19368647038936615
156359,0.0003,2770,200,156258,38.00908967,-2.772902011871338,0.006404780317097902,1133.56,-4.400792121887207,56,0.26336669921875
162633,0.0003,2902,204,162532,53.41688657999999,1.3432104587554932,0.006122582592070103,1180.53,-3.7120418548583984,56,0.8010275363922119
166944,0.0003,3011,208,166843,64.0297648,2.7315616607666016,0.0063879042863845825,1200.45,-4.226241588592529,55,0.23466293513774872
172071,0.0003,3140,212,171970,78.35415284,0.13995417952537537,0.006119182333350182,1215.3,-5.797991752624512,54,0.12668219208717346
176952,0.0003,3282,216,176851,93.8715878,0.6194980144500732,0.006172697525471449,1260.02,-7.299312591552734,53,0.4099079370498657
181850,0.0003,3406,220,181749,107.76242986999999,-0.2752031981945038,0.006091563031077385,1274.98,-8.178153038024902,53,0.09681880474090576
185383,0.0003,3475,224,185282,117.56248916999999,0.9639675617218018,0.006379417609423399,1275.55,-8.599801063537598,53,0.23403212428092957
189017,0.0003,3549,228,188916,126.97802565999999,-0.4155964255332947,0.006379655096679926,1263.03,-7.165307998657227,53,0.22402772307395935
192921,0.0003,3645,232,192820,138.46960508,0.07924111187458038,0.006725267972797155,1267.9,-8.157415390014648,52,1.2365875244140625
194965,0.0003,3688,236,194864,140.48987906,1.7927231788635254,0.006671207025647163,1224.34,-7.026698112487793,52,0.44474148750305176
197962,0.0003,3748,240,197861,146.09090298,-1.1953983306884766,0.006921633146703243,1190.31,-8.641894340515137,52,0.3184796869754791
201090,0.0003,3810,244,200989,151.33158919,-2.239497661590576,0.007268368732184172,1157.59,-10.862192153930664,52,0.22171156108379364
203841,0.0003,3864,248,203740,156.01833345,0.7607553005218506,0.007322029676288366,1132.54,-9.260785102844238,52,0.4213355481624603
207018,0.0003,3927,252,206917,162.6930826,-0.9521850943565369,0.007848337292671204,1115.05,-10.961409568786621,52,0.2202204167842865
209101,0.0003,3968,256,209000,163.55721107000002,0.4059918522834778,0.007964642718434334,1086.48,-10.715425491333008,52,0.2488386482000351
213126,0.0003,4043,260,213025,171.74014576000002,0.5246199369430542,0.007775843609124422,1062.73,-12.490399360656738,52,0.1800898015499115
216160,0.0003,4099,264,216059,173.74086609999998,1.9298149347305298,0.007964221760630608,1029.07,-11.075567245483398,52,0.4897472560405731
219114,0.0003,4154,268,219013,175.12455961000003,0.5356571674346924,0.007911729626357555,994.61,-11.923150062561035,52,0.2439415156841278
222088,0.0003,4227,272,221987,178.74173641,0.3619660437107086,0.007538935169577599,972.32,-12.633225440979004,52,0.1807575523853302
225918,0.0003,4331,276,225817,190.30866311000003,1.811389684677124,0.007789351977407932,985.57,-11.77316951751709,52,10.85871696472168
229819,0.0003,4443,280,229718,202.28468836,0.5994222164154053,0.007595574948936701,1002.41,-12.647472381591797,51,0.18628069758415222
233632,0.0003,4549,284,233531,211.49568162000003,-2.058067798614502,0.007760601118206978,1001.26,-14.322428703308105,51,0.14636185765266418
236440,0.0003,4623,288,236339,212.38738374999997,0.021939396858215332,0.007706800941377878,978.9,-14.12864875793457,51,0.2191324532032013
240193,0.0003,4721,292,240092,216.27777676999997,-3.109562873840332,0.007750933989882469,954.76,-15.484756469726562,50,0.06909187138080597
243832,0.0003,4821,296,243731,219.42017510999992,-0.0044255852699279785,0.007511413190513849,927.15,-15.621445655822754,50,0.35426586866378784
245448,0.0003,4864,300,245347,215.28828678000002,0.11893802881240845,0.007658510468900204,890.89,-14.126008033752441,50,0.23296865820884705
248208,0.0003,4930,304,248107,213.09914219,-0.5337928533554077,0.007819924503564835,855.75,-15.286826133728027,50,0.8031747937202454
252062,0.0003,5025,308,251961,218.07696149999995,2.8659679889678955,0.0077112819999456406,851.18,-13.865803718566895,50,0.28172609210014343
255840,0.0003,5118,312,255739,219.22896721,-0.13676521182060242,0.007571578491479158,837.69,-17.706703186035156,49,0.2781866192817688
259499,0.0003,5205,316,259398,220.19230121,-1.8022325038909912,0.007851379923522472,825.47,-16.443180084228516,49,0.2822032570838928
263119,0.0003,5294,320,263018,221.02935755000007,-1.2282655239105225,0.00815953966230154,812.69,-16.649658203125,49,0.25236326456069946
266716,0.0003,5376,324,266615,225.57485455000003,0.5303629636764526,0.007639580871909857,813.33,-15.858798027038574,49,0.5366349220275879
270358,0.0003,5450,328,270257,229.31421611,0.3561241626739502,0.007672012317925692,813.41,-16.35034942626953,49,0.14143148064613342
273911,0.0003,5520,332,273810,232.22836058000001,-1.856390357017517,0.007871138863265514,809.9,-17.995473861694336,49,0.1509283483028412
277461,0.0003,5588,336,277360,241.83346636000002,-0.5187282562255859,0.008073882199823856,824.96,-18.257097244262695,49,3.323690891265869
280957,0.0003,5652,340,280856,247.86134354,1.7080832719802856,0.007467800285667181,829.95,-16.872934341430664,49,0.10575510561466217
284378,0.0003,5714,344,284277,255.23219085,2.335874080657959,0.007577075622975826,832.88,-16.95018196105957,49,0.6023108959197998
287759,0.0003,5775,348,287658,261.6319996,-0.7314355373382568,0.007840250618755817,839.18,-18.047191619873047,49,0.398867666721344
291141,0.0003,5836,352,291040,265.77652208,-0.945460319519043,0.007857282646000385,841.23,-19.03644371032715,49,2.3960392475128174
294095,0.0003,5889,356,293994,272.67544462,0.0629391223192215,0.007797326426953077,849.94,-19.805727005004883,49,25.360214233398438
297534,0.0003,5951,360,297433,273.08040763,-1.7893412113189697,0.007850908674299717,844.08,-19.591995239257812,49,0.1125694215297699
300963,0.0003,6013,364,300862,277.45164346999996,1.0240681171417236,0.007694081868976355,848.03,-18.899520874023438,50,0.13490042090415955
304395,0.0003,6075,368,304294,281.852223,-0.1593610644340515,0.007932948879897594,852.81,-17.940717697143555,50,0.8268316388130188
307820,0.0003,6137,372,307719,286.20818047,0.4648081362247467,0.007655801251530647,857.32,-19.01015853881836,50,0.23626810312271118
311259,0.0003,6200,376,311158,286.39772538,1.0818090438842773,0.00778592424467206,853.41,-19.659528732299805,50,0.23884645104408264
314692,0.0003,6262,380,314591,286.66046505,-0.5684484243392944,0.007418605033308268,848.73,-18.66185188293457,50,0.13599127531051636
318097,0.0003,6324,384,317996,286.91479692999997,0.654703676700592,0.007854926399886608,844.65,-20.912349700927734,50,0.14225253462791443
321015,0.0003,6376,388,320914,288.03236901,-0.5204111337661743,0.00790430512279272,845.75,-20.328943252563477,50,0.2148367166519165
324500,0.0003,6439,392,324399,288.24853055000005,-0.4122368097305298,0.00775168789550662,843.07,-19.896526336669922,50,0.45241135358810425
327977,0.0003,6502,396,327876,288.45866081,-2.3010008335113525,0.007456972263753414,841.45,-22.70716094970703,50,0.12971904873847961
331429,0.0003,6565,400,331328,298.85539291,0.19314126670360565,0.007959631271660328,859.81,-19.78322410583496,50,0.21879714727401733
334858,0.0003,6627,404,334757,303.12401505,1.5771589279174805,0.0075287469662725925,866.5,-21.189470291137695,50,3.271610736846924
338297,0.0003,6689,408,338196,303.30843733,-0.14131572842597961,0.007507610134780407,862.35,-21.307161331176758,50,0.21337372064590454
341734,0.0003,6751,412,341633,303.48358066000003,-0.4499945044517517,0.007451729383319616,858.94,-21.202138900756836,50,0.27225732803344727
345150,0.0003,6813,416,345049,303.62711959,-2.172518730163574,0.007430627942085266,856.51,-22.787139892578125,50,0.0789819210767746
348604,0.0003,6876,420,348503,303.841312,1.6987872123718262,0.007426926400512457,854.85,-23.33599090576172,50,0.220163494348526
352044,0.0003,6939,424,351943,303.98237819999997,-0.14875724911689758,0.007505315821617842,853.28,-22.632308959960938,50,0.18151170015335083
355487,0.0003,7001,428,355386,304.03576860999993,-1.6471573114395142,0.007300665136426687,851.29,-22.851512908935547,50,0.05217663571238518
358927,0.0003,7063,432,358826,304.15216881,2.0783941745758057,0.007494476158171892,850.16,-22.592491149902344,50,0.11705789715051651
362384,0.0003,7126,436,362283,304.20860674999994,-1.0770407915115356,0.007200689520686865,849.23,-23.686704635620117,50,3.3215174674987793
365815,0.0003,7188,440,365714,304.26327917000003,0.6684125661849976,0.007372995838522911,848.58,-22.813718795776367,50,0.11204107105731964
369216,0.0003,7250,444,369115,304.28717778000004,0.7312020063400269,0.007099062670022249,848.38,-22.173444747924805,50,0.25311851501464844
372565,0.0003,7310,448,372464,304.3336711,0.6368323564529419,0.007273510098457336,848.06,-23.536821365356445,50,0.16586288809776306
375933,0.0003,7371,452,375832,304.37527475999997,-0.7502081394195557,0.007011910900473595,847.92,-24.541589736938477,51,0.11069861054420471
379242,0.0003,7431,456,379141,307.2558481,-0.3583833575248718,0.00707802502438426,851.47,-24.13884162902832,51,0.13544417917728424
382582,0.0003,7491,460,382481,307.24264257,0.31323492527008057,0.006934943608939648,850.48,-23.936962127685547,51,0.11543071269989014
385913,0.0003,7551,464,385812,307.32476302000003,2.722804307937622,0.00666887266561389,849.5,-23.60666847229004,51,0.24265077710151672
389289,0.0003,7612,468,389188,307.37921177,0.5812218189239502,0.006947607267647982,848.94,-24.620567321777344,51,0.20790033042430878
392651,0.0003,7672,472,392550,307.4480106099999,-1.1010046005249023,0.006968825589865446,848.31,-25.321516036987305,51,0.07163536548614502
396035,0.0003,7734,476,395934,307.57181604,1.2765083312988281,0.006884194910526276,847.76,-24.541637420654297,51,0.1757131814956665
399440,0.0003,7795,480,399339,307.6957031399999,-0.11019957065582275,0.006841939873993397,847.48,-25.18231201171875,51,0.07054201513528824
402831,0.0003,7856,484,402730,307.78488587,-0.17059338092803955,0.006775836925953627,847.34,-24.855422973632812,51,3.477970600128174
405593,0.0003,7906,488,405492,307.49408381999996,1.650177240371704,0.007028256542980671,845.78,-25.06064796447754,51,3.937821865081787
408962,0.0003,7967,492,408861,307.56815653,0.6895219087600708,0.007181850261986256,844.62,-24.82085418701172,51,0.314067006111145
412295,0.0003,8028,496,412194,307.63319851,2.5215044021606445,0.00684848427772522,843.18,-24.554000854492188,51,0.16449929773807526
415650,0.0003,8088,500,415549,307.69994118,-1.029915452003479,0.006885909009724855,842.21,-25.653587341308594,51,4.031282424926758
419028,0.0003,8149,504,418927,307.7390496,-0.34330666065216064,0.007034020032733679,841.7,-26.010269165039062,51,0.09562338888645172
422425,0.0003,8210,508,422324,307.81130831999997,-0.5184372067451477,0.007256905548274517,841.28,-25.063289642333984,51,0.13645383715629578
425426,0.0003,8264,512,425325,305.20094905,0.02802819013595581,0.0074150292202830315,836.92,-25.44158935546875,51,0.12670999765396118
428824,0.0003,8326,516,428723,305.22810486,0.12613266706466675,0.007224589120596647,836.74,-25.38534927368164,51,0.7703173160552979
432102,0.0003,8385,520,432001,305.2403806,1.2473900318145752,0.006819111295044422,834.98,-25.656757354736328,51,0.09984572231769562
435369,0.0003,8444,524,435268,305.21555662000003,1.3330628871917725,0.006731315515935421,833.25,-23.85601043701172,51,0.24558709561824799
438706,0.0003,8504,528,438605,305.31029211000003,-1.267701268196106,0.006694520357996225,832.19,-25.529359817504883,51,0.0921701192855835
