time/total_timesteps,rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/clip_range,train/entropy_loss,train/value_loss,train/clip_fraction,train/loss,train/explained_variance,train/std,train/n_updates,train/approx_kl,train/policy_gradient_loss
534528,200.0,1095,261,-169.05002051,487,0.0003,0.2,-0.3023850079625845,2.056599942280445,0.162646484375,0.35865768790245056,0.9982004660414532,0.3275023102760315,2600,0.017360516,0.0014463641851762076
536576,200.0,1095,262,-169.27077569000002,489,0.0003,0.2,-0.3009879786521196,0.44348449174431154,0.101611328125,0.19225221872329712,0.9994694308843464,0.32685360312461853,2610,0.009618936,-0.0027717431814380687
538624,200.0,1095,263,-172.34928476999997,491,0.0003,0.2,-0.299773508682847,12.323374113847967,0.066552734375,10.75509262084961,0.9853787897154689,0.32575422525405884,2620,0.00749393,-0.003905632521309599
540672,200.0,1096,264,-174.87804317,493,0.0003,0.2,-0.2956383377313614,18.402856097742916,0.045849609375,2.3735363483428955,0.9893700014799833,0.3247133791446686,2630,0.0025067204,-0.0018113001158781116
542720,200.0,1096,265,-171.94744791000002,494,0.0003,0.2,-0.29340606555342674,18.262929060216994,0.070361328125,7.691407203674316,0.9845231408253312,0.3227543532848358,2640,0.009511322,0.0008657291415147484
544768,200.0,1097,266,-172.97763998,496,0.0003,0.2,-0.2920505736023188,3.401550526707433,0.11953125,0.8939860463142395,0.9951306628063321,0.3254832923412323,2650,0.011464588,0.0011131604085676372
546816,200.0,1098,267,-170.35998220999997,497,0.0003,0.2,-0.30667911283671856,1.0879157248069533,0.1171875,0.5286871790885925,0.9983474583132192,0.3317824602127075,2660,0.012036297,-0.00020448040013434365
548864,200.0,1098,268,-171.69936553,499,0.0003,0.2,-0.30876049734652045,4.00551171360421,0.06923828125,0.18244904279708862,0.9739271998405457,0.3266814351081848,2670,0.0065850606,0.0011347050603944808
550912,200.0,1099,269,-163.15703965,501,0.0003,0.2,-0.294896512106061,4.942374081059825,0.09462890625,2.028785467147827,0.9919588835909963,0.3247525990009308,2680,0.02011776,0.008533946079842281
552960,200.0,1100,270,-167.54864735000004,502,0.0003,0.2,-0.29469980373978616,1.580468781827949,0.130517578125,0.09518516063690186,0.9906126260757446,0.32522672414779663,2690,0.019593537,-0.0009051610391907161
555008,200.0,1100,271,-189.45826030999996,504,0.0003,0.2,-0.2960136365145445,104.05234239697457,0.087451171875,16.069496154785156,0.8894873932003975,0.32564324140548706,2700,0.002959847,0.0007230354811326833
557056,200.0,1101,272,-200.34411314000005,505,0.0003,0.2,-0.29767541736364367,208.88381130099296,0.0166015625,197.8810272216797,0.9179694205522537,0.32621291279792786,2710,0.0023567365,-0.0025948126276489347
559104,200.0,1102,273,-212.25571831999994,507,0.0003,0.2,-0.3006871424615383,69.75375595837832,0.034619140625,19.615087509155273,0.9596429355442524,0.3277490735054016,2720,0.0049466146,-0.0032855362762347793
561152,200.0,1102,274,-217.30817387999997,508,0.0003,0.2,-0.3039353992789984,237.9202956676483,0.023974609375,118.91602325439453,0.9654798954725266,0.3280804753303528,2730,0.0037679065,-0.003400966517801862
563200,200.0,1103,275,-236.44602762,510,0.0003,0.2,-0.30518763884902,203.3062138736248,0.022802734375,138.94715881347656,0.967218741774559,0.3286294937133789,2740,0.0029669574,-0.005783100034022937
565248,200.0,1104,276,-235.28461777,511,0.0003,0.2,-0.30515893176198006,354.32325315475464,0.02646484375,191.74986267089844,0.9671210683882236,0.3279722034931183,2750,0.004416459,-0.003330611610363121
567296,200.0,1104,277,-243.78512693000002,513,0.0003,0.2,-0.29911127798259257,60.261279047653076,0.082421875,4.529458522796631,0.8887462541460991,0.3231853246688843,2760,0.009686656,-0.0026665539349778554
569344,200.0,1105,278,-248.76984467999998,515,0.0003,0.2,-0.2853619307279587,12.94644364323467,0.106494140625,0.22641216218471527,0.9670829474925995,0.32070431113243103,2770,0.010931596,0.0023149034634116104
571392,200.0,1105,279,-254.94623593,516,0.0003,0.2,-0.2832451034337282,131.01459455993026,0.075537109375,59.84584045410156,0.8990247845649719,0.32247933745384216,2780,0.0028629354,0.006657448894111439
573440,200.0,1106,280,-256.09623749,518,0.0003,0.2,-0.28491872176527977,147.77833912968634,0.031494140625,42.30788040161133,0.9523780196905136,0.3210165798664093,2790,0.0023058364,-0.007130970637626887
575488,200.0,1107,281,-241.32758496999998,519,0.0003,0.2,-0.28541973382234576,19.739511387236416,0.146875,3.9935109615325928,0.9599686600267887,0.32424330711364746,2800,0.01228494,0.0033647795266006143
577536,200.0,1107,282,-219.51312686,521,0.0003,0.2,-0.29774322398006914,106.62126266360283,0.05146484375,67.38899993896484,0.9208335354924202,0.3275110125541687,2810,0.004843469,-0.0005509253620402888
579584,200.0,1108,283,-211.86932459999997,522,0.0003,0.2,-0.31121548525989057,2.9340520303230733,0.209423828125,0.18839628994464874,0.9903982663527131,0.3333815634250641,2820,0.060651485,0.006582300597801805
581632,200.0,1108,284,-196.57817707,524,0.0003,0.2,-0.3107214517891407,7.488427929626778,0.1267578125,3.8058528900146484,0.9841692093759775,0.3254888355731964,2830,0.006575917,0.0006423436207114719
583680,200.0,1109,285,-176.95120995000002,526,0.0003,0.2,-0.2942827396094799,4.768409588420764,0.13876953125,2.403275728225708,0.9920585034415126,0.32183191180229187,2840,0.05423433,0.005420517607126385
585728,200.0,1109,286,-183.27777020000002,527,0.0003,0.2,-0.2802582271397114,3.1901547620538624,0.138671875,0.14484453201293945,0.9865172291174531,0.3195754289627075,2850,0.015136907,0.0025517378759104758
587776,200.0,1110,287,-191.61671257,529,0.0003,0.2,-0.27822124771773815,179.86761251091957,0.049462890625,11.448613166809082,0.8974300473928452,0.31964635848999023,2860,0.003494361,0.0013856237870641052
589824,200.0,1110,288,-180.28933239000003,530,0.0003,0.2,-0.2782615844160318,205.837976872921,0.011279296875,52.33623123168945,0.9488449655473232,0.31958380341529846,2870,0.0024794918,-0.0011519688778207637
591872,200.0,1111,289,-181.33556939000002,532,0.0003,0.2,-0.2777816910296679,8.917547937994822,0.193115234375,1.690738320350647,0.9762849286198616,0.31971919536590576,2880,0.04351526,0.013644656216638396
593920,200.0,1112,290,-171.39828858,534,0.0003,0.2,-0.2738237131386995,10.661965077091008,0.068212890625,0.8389222621917725,0.9718767292797565,0.31669941544532776,2890,0.009518035,0.0014909087578416802
595968,200.0,1112,291,-172.77600185,535,0.0003,0.2,-0.26686130538582803,1.0096140900801402,0.22734375,0.3301670551300049,0.9912312552332878,0.3165886402130127,2900,0.01674305,0.007367506030277582
598016,200.0,1113,292,-172.05807749,537,0.0003,0.2,-0.269145879521966,135.41967718452216,0.235302734375,71.1861572265625,0.8662831634283066,0.3169977068901062,2910,0.004214836,0.0052075425199291205
600064,200.0,1113,293,-179.98917444,538,0.0003,0.2,-0.2695451803505421,146.8045830309391,0.027880859375,47.19102478027344,0.9395563080906868,0.3167179524898529,2920,0.0032866406,-0.0030852086772938494
602112,200.0,1114,294,-188.47173063000005,540,0.0003,0.2,-0.26881068721413615,153.8001254439354,0.01943359375,109.22089385986328,0.9595531225204468,0.3165064752101898,2930,0.0037617972,-0.003529023205919657
604160,200.0,1114,295,-188.17343300999997,541,0.0003,0.2,-0.26808733195066453,181.76501555740833,0.0125,81.31478881835938,0.9111901223659515,0.31635358929634094,2940,0.003716952,-0.0038746942538637084
606208,200.0,1115,296,-183.73722101999996,543,0.0003,0.2,-0.2649844981729984,19.017152804415673,0.0884765625,9.194374084472656,0.9726380072534084,0.3153657019138336,2950,0.009884842,0.002168300995253958
608256,200.0,1115,297,-184.55697484999996,545,0.0003,0.2,-0.25963690169155595,1.1008541886112653,0.236279296875,0.20518553256988525,0.9972404057625681,0.3120412528514862,2960,0.022937022,0.002299884635431226
610304,200.0,1116,298,-199.96461690000004,546,0.0003,0.2,-0.253649440780282,88.4551058717072,0.014697265625,34.52090072631836,0.9664332866668701,0.31142953038215637,2970,0.0045009516,-0.0017394547727235476
612352,200.0,1116,299,-235.78325076000002,548,0.0003,0.2,-0.2522274740040302,60.55943448357284,0.03857421875,4.972309589385986,0.9447762779891491,0.31140902638435364,2980,0.007581201,-0.00019185272758477369
614400,200.0,1117,300,-235.79429894,549,0.0003,0.2,-0.2537200693041086,335.98276219367983,0.083837890625,106.39649963378906,0.9646975994110107,0.3123629689216614,2990,0.0074489783,-0.008628893388959114
616448,200.0,1117,301,-236.46283169000003,551,0.0003,0.2,-0.24920641891658307,22.94189213598147,0.060693359375,4.852069854736328,0.9271163791418076,0.3084873557090759,3000,0.0060456935,0.0007163902628235519
618496,200.0,1118,302,-240.53505629,553,0.0003,0.2,-0.24213354140520096,139.47039601653813,0.084423828125,100.9357681274414,0.9339980259537697,0.3079870641231537,3010,0.0037674191,-0.00674609871202847
620544,200.0,1118,303,-232.68005609000008,554,0.0003,0.2,-0.23918559066951275,132.0889823630452,0.029443359375,204.44419860839844,0.8994968086481094,0.306217223405838,3020,0.0091164615,-0.0015093352165422402
622592,200.0,1119,304,-226.07659635999997,556,0.0003,0.2,-0.22632493637502193,10.496851225930731,0.07099609375,1.4098197221755981,0.9558892585337162,0.2978937029838562,3030,0.0077757505,-0.0008836769709887448
624640,200.0,1119,305,-222.21187817999996,557,0.0003,0.2,-0.20413087345659733,1.3794941082946024,0.1966796875,0.2875732481479645,0.9948185756802559,0.2962648868560791,3040,0.041933835,0.007840395331004401
626688,200.0,1120,306,-230.20926272999998,559,0.0003,0.2,-0.20119415745139121,0.7405779617722146,0.2044921875,0.19463442265987396,0.9984028068138286,0.2942240536212921,3050,0.024251092,0.010512374695463223
628736,200.0,1121,307,-214.68841735,560,0.0003,0.2,-0.19530321136116982,180.02179460525514,0.068359375,31.941171646118164,0.8383057117462158,0.29431968927383423,3060,0.0061779628,-0.0036701171862659975
630784,200.0,1121,308,-204.06679455999998,562,0.0003,0.2,-0.19560559764504432,56.37030078098178,0.027001953125,20.296823501586914,0.9556311070919037,0.2942543923854828,3070,0.0018879017,-0.002105277787632076
632832,200.0,1121,309,-180.55300635,564,0.0003,0.2,-0.19132256098091602,2.6096224701497706,0.100830078125,0.7617901563644409,0.9888013647869229,0.29116928577423096,3080,0.024315026,0.002904088560899254
634880,200.0,1122,310,-181.02886147999993,565,0.0003,0.2,-0.1852044951170683,188.93272979855539,0.042529296875,127.82170867919922,0.9091391712427139,0.29137688875198364,3090,0.0035636604,-0.003658921302849194
636928,200.0,1122,311,-174.73740751000003,567,0.0003,0.2,-0.18624008558690547,123.56793841421604,0.02783203125,53.4589958190918,0.9622613117098808,0.2916089594364166,3100,0.004294907,-0.005575288083491614
638976,200.0,1122,312,-182.50832750999996,568,0.0003,0.2,-0.18027372919023038,14.687004243698903,0.073681640625,1.484242558479309,0.9185470417141914,0.2863929867744446,3110,0.0034493809,0.003227080333454069
641024,200.0,1123,313,-184.37936201000005,570,0.0003,0.2,-0.16633603759109974,58.082630012743174,0.037109375,39.44255065917969,0.9718314204365015,0.28562816977500916,3120,0.0021620537,-0.0014981921231083106
643072,200.0,1123,314,-191.39337101,572,0.0003,0.2,-0.18121737539768218,2.0330636222846805,0.21357421875,0.7059399485588074,0.9960855566896498,0.29432085156440735,3130,0.03432187,0.0012148375164542813
645120,200.0,1124,315,-195.26717489000006,573,0.0003,0.2,-0.19724591374397277,5.732952942792326,0.07998046875,1.6630620956420898,0.9919270919635892,0.2951674461364746,3140,0.009253703,-0.0006798740374506451
647168,200.0,1124,316,-191.98292885999996,575,0.0003,0.2,-0.20638195015490055,2.5166646820027383,0.192822265625,0.3825239837169647,0.9934993842616677,0.3003428280353546,3150,0.021648824,-0.0014866568337311037
649216,200.0,1125,317,-182.87676889,577,0.0003,0.2,-0.22014457322657108,2.4619166280026548,0.14521484375,3.3590798377990723,0.9965968315955251,0.3012903332710266,3160,0.01393087,0.0025238349633582404
651264,200.0,1125,318,-186.56586697,578,0.0003,0.2,-0.22467247471213342,8.909617342456476,0.307666015625,1.0752060413360596,0.9803892783820629,0.3032070994377136,3170,0.009705638,0.0066708676360576645
653312,200.0,1125,319,-185.84615091999996,580,0.0003,0.2,-0.2226402435451746,2.5818999506067484,0.10283203125,0.6010276675224304,0.9958381960168481,0.3021478056907654,3180,0.015812445,0.002179988727584714
655360,200.0,1126,320,-180.54965091999998,581,0.0003,0.2,-0.22619221732020378,1.1008988152490928,0.1490234375,0.04899318143725395,0.9978253596927971,0.306488960981369,3190,0.015965125,0.0023054353427141906
657408,200.0,1126,321,-183.34267232000002,583,0.0003,0.2,-0.2386019892990589,2.009275065688416,0.108154296875,0.10272951424121857,0.9976161664817482,0.307494580745697,3200,0.014731891,-0.0026934071029245388
659456,200.0,1127,322,-174.33258519999998,584,0.0003,0.2,-0.2399941071867943,5.759869619272649,0.053857421875,0.30331480503082275,0.9832617621868849,0.30786052346229553,3210,0.003689895,-0.0004645317961148976
661504,200.0,1127,323,-191.05316331999998,586,0.0003,0.2,-0.23310385793447494,0.6474256061133928,0.147607421875,0.12323683500289917,0.9952949276193976,0.30243226885795593,3220,0.014641199,0.0005370764578401577
663552,200.0,1128,324,-190.65189669999995,588,0.0003,0.2,-0.22272904999554158,149.20469737052917,0.0501953125,31.5439453125,0.8595632910728455,0.30244866013526917,3230,0.0019199359,0.002108158776536584
665600,200.0,1128,325,-191.07127647,589,0.0003,0.2,-0.22385730296373368,84.61542187929153,0.011767578125,15.317789077758789,0.9561357945203781,0.30295079946517944,3240,0.0012716842,-0.0027706817418220453
667648,200.0,1129,326,-196.34018415999998,591,0.0003,0.2,-0.21693604327738286,13.123017604649068,0.052294921875,3.857455253601074,0.9443112127482891,0.29708385467529297,3250,0.00982153,-0.0022276311028690543
669696,200.0,1129,327,-196.20253060000002,592,0.0003,0.2,-0.21024983935058117,5.217053013434634,0.08212890625,1.279195785522461,0.9866149919107556,0.30177438259124756,3260,0.00983363,0.003291416990396101
671744,200.0,1130,328,-192.82954347999998,594,0.0003,0.2,-0.21230182461440564,2.918461721437052,0.1841796875,0.18841984868049622,0.9725233409553766,0.2962500751018524,3270,0.012325898,0.006363978467561537
673792,200.0,1130,329,-190.99040624999998,595,0.0003,0.2,-0.20020032301545143,10.609888936020434,0.0869140625,7.0781989097595215,0.9854198880493641,0.29574280977249146,3280,0.009238084,-0.0021045504516223447
675840,200.0,1131,330,-199.46474003,597,0.0003,0.2,-0.1960198026150465,1.595530711649917,0.13505859375,0.1343267261981964,0.9949876959435642,0.2927895784378052,3290,0.026524097,-0.0012634632897970733
677888,200.0,1131,331,-195.99863572,599,0.0003,0.2,-0.18934401236474513,144.57296002209188,0.10517578125,99.9565200805664,0.8222507387399673,0.29244858026504517,3300,0.0013582836,0.004576204033219256
679936,200.0,1131,332,-204.71493558000003,600,0.0003,0.2,-0.19386879429221154,1.5446685319649986,0.105126953125,0.4199211895465851,0.9876357419416308,0.29346993565559387,3310,0.016960248,0.005400836860644631
681984,200.0,1132,333,-205.5549839,602,0.0003,0.2,-0.19264555871486663,68.15535044074059,0.026123046875,53.87831497192383,0.9312049150466919,0.29334181547164917,3320,0.0024459858,-0.0013805305992718787
684032,200.0,1132,334,-201.92340247000004,603,0.0003,0.2,-0.19163637533783912,170.8795131981373,0.014794921875,56.49163818359375,0.9516805075109005,0.29277363419532776,3330,0.0032961029,-0.0024407513192272745
686080,200.0,1133,335,-234.12427959999997,605,0.0003,0.2,-0.19068361818790436,220.20375379621981,0.007958984375,101.94384002685547,0.9564606063067913,0.2927636206150055,3340,0.0029047364,-0.0036575099104084073
688128,200.0,1133,336,-235.31867802,607,0.0003,0.2,-0.1914405982941389,226.3608257174492,0.029638671875,103.5643081665039,0.9625444486737251,0.29341110587120056,3350,0.004465041,-0.0069092329707928
690176,200.0,1133,337,-246.41674290999998,608,0.0003,0.2,-0.19304075203835963,368.7597850203514,0.01943359375,91.13746643066406,0.9551989361643791,0.2935490012168884,3360,0.0034269462,-0.003332421026425436
692224,200.0,1134,338,-246.89084331,610,0.0003,0.2,-0.19387237653136252,194.00647569298744,0.0115234375,86.7421646118164,0.9749566502869129,0.29396650195121765,3370,0.0030643332,-0.0018616830348037183
694272,200.0,1134,339,-250.7738655,611,0.0003,0.2,-0.19394214525818826,348.4889096975327,0.0025390625,99.3242416381836,0.9480170980095863,0.29358506202697754,3380,0.00065093965,-0.0010891119491134305
696320,200.0,1134,340,-238.61607363999997,613,0.0003,0.2,-0.19366040267050266,180.59433666616678,0.102490234375,188.72793579101562,0.9384677335619926,0.293464720249176,3390,0.0061258944,-0.005002300220075995
698368,200.0,1135,341,-247.63330913000001,615,0.0003,0.2,-0.19280065707862376,70.07876580506563,0.051318359375,17.88410186767578,0.969385614618659,0.29331716895103455,3400,0.0035674802,-0.002818450146878604
700416,200.0,1135,342,-235.23436049000003,616,0.0003,0.2,-0.19199037477374076,312.22441403865815,0.021533203125,136.42578125,0.9579549469053745,0.29304805397987366,3410,0.003372221,-0.003509157546068309
702464,200.0,1135,343,-227.35256740999998,618,0.0003,0.2,-0.18346979916095735,28.3259228550829,0.098046875,1.0502458810806274,0.8640528619289398,0.2864481508731842,3420,0.012240876,0.0046490429020195735
704512,200.0,1136,344,-220.32040196999998,620,0.0003,0.2,-0.17453322410583497,8.074828677158802,0.197216796875,0.7186955809593201,0.982612045481801,0.2924404740333557,3430,0.016571768,0.012721596639312337
706560,200.0,1136,345,-191.79458957999998,621,0.0003,0.2,-0.19852206856012344,5.97344218227081,0.208837890625,0.22187481820583344,0.9857154609635472,0.2979128658771515,3440,0.015965644,0.012374641387214069
708608,200.0,1136,346,-188.59925754,623,0.0003,0.2,-0.2019058309495449,12.218869305332191,0.08759765625,7.758094787597656,0.9805550649762154,0.2942689061164856,3450,0.018197693,-0.002063645604357589
710656,200.0,1137,347,-188.12290280999997,624,0.0003,0.2,-0.19879173077642917,35.75658249668777,0.049951171875,69.50260162353516,0.9769989997148514,0.2964083254337311,3460,0.0055307,-0.00517392458714312
712704,200.0,1137,348,-185.05095675,626,0.0003,0.2,-0.20187030509114265,19.498754995223134,0.071630859375,17.854337692260742,0.9918344477191567,0.29524528980255127,3470,0.010519334,0.0002632893389090896
714752,200.0,1137,349,-189.31330408000005,628,0.0003,0.2,-0.20346272215247155,1.3096824873238802,0.15458984375,0.3067990243434906,0.9968847269192338,0.297526091337204,3480,0.015893348,-0.0006841071881353855
716800,200.0,1137,350,-176.29329141000002,629,0.0003,0.2,-0.21041712500154972,2.101787795173004,0.13173828125,0.7198663353919983,0.9973862650804222,0.29842594265937805,3490,0.020123903,0.0023569050776131918
718848,200.0,1138,351,-181.29998504000002,631,0.0003,0.2,-0.21187769025564193,0.7200462118489668,0.18203125,0.16892381012439728,0.9992338902084157,0.29998305439949036,3500,0.016353115,0.001147833202048787
720896,200.0,1138,352,-183.45413427,633,0.0003,0.2,-0.21326423585414886,4.669425311125815,0.116455078125,0.6007168292999268,0.9845216972753406,0.29811736941337585,3510,0.013046724,-0.0024574431488872507
722944,200.0,1139,353,-184.265762,634,0.0003,0.2,-0.21634425669908525,1.2134890892950352,0.1048828125,0.24525214731693268,0.9951988738030195,0.30328184366226196,3520,0.026906855,-0.0016801970894448459
724992,200.0,1139,354,-180.36511482999998,636,0.0003,0.2,-0.22269058153033255,1.4199890342308208,0.142919921875,0.292100727558136,0.9940192769281566,0.30065208673477173,3530,0.021020852,-0.0014820373991824454
727040,200.0,1139,355,-182.54496807999996,637,0.0003,0.2,-0.21610006131231785,0.5457325203111395,0.13505859375,-0.007824331521987915,0.9975866582244635,0.29960396885871887,3540,0.017364737,0.0037693863152526317
729088,200.0,1139,356,-184.84432360000002,639,0.0003,0.2,-0.21370289660990238,2.9351799205876885,0.068359375,0.9167518615722656,0.9946916596964002,0.30020758509635925,3550,0.0066595995,0.003166065786354011
731136,200.0,1140,357,-178.433697,641,0.0003,0.2,-0.21252574771642685,5.167223414347973,0.0900390625,0.19560614228248596,0.9854914750903845,0.2979243993759155,3560,0.013101149,-0.002676953391346615
733184,200.0,1140,358,-180.44598355000002,642,0.0003,0.2,-0.20765357837080956,2.7480808578198777,0.09736328125,0.4574475586414337,0.9958885214291513,0.2974106967449188,3570,0.008939717,-0.0021608802358969114
735232,200.0,1140,359,-176.59456768999996,644,0.0003,0.2,-0.20773496180772782,3.904671130829956,0.13125,1.603018045425415,0.9847318399697542,0.29792580008506775,3580,0.018506225,-0.0016479194840940182
737280,200.0,1141,360,-182.12922665000002,646,0.0003,0.2,-0.20285784304142,0.9336006935918704,0.118603515625,0.48594218492507935,0.9989760834723711,0.29551902413368225,3590,0.0074665854,-0.0019158184848492965
739328,200.0,1141,361,-174.65932955000005,647,0.0003,0.2,-0.19942790307104588,1.4658059671521186,0.12666015625,0.2779262065887451,0.9982514277799055,0.2948134243488312,3600,0.008751474,-0.00030495055580104236
741376,200.0,1141,362,-179.8140833,649,0.0003,0.2,-0.18934900984168052,2.1696548224310392,0.173828125,0.19212573766708374,0.9901388762518764,0.2905418872833252,3610,0.01343127,0.0017465439981606324
743424,200.0,1142,363,-179.43243194000001,650,0.0003,0.2,-0.1780136287212372,7.4968006510753185,0.098486328125,0.6452675461769104,0.9840890262275934,0.2878543436527252,3620,0.0068939896,-0.003920309115710552
745472,200.0,1142,364,-178.73063296,652,0.0003,0.2,-0.16024990230798722,3.20513809195254,0.10166015625,0.06916894763708115,0.990402540192008,0.279232382774353,3630,0.013728417,-0.0025005242438055574
747520,200.0,1142,365,-171.91418526,654,0.0003,0.2,-0.1491377130150795,0.5944109907839448,0.19873046875,0.15028531849384308,0.998747092555277,0.2824985980987549,3640,0.029825948,0.008026056392554892
749568,200.0,1142,366,-170.92823898999998,655,0.0003,0.2,-0.1542613685131073,6.48591433771071,0.200830078125,1.6037496328353882,0.9774522334337234,0.28210142254829407,3650,0.023965828,0.00684088976267958
751616,200.0,1143,367,-171.14973608000003,657,0.0003,0.2,-0.1534651257097721,0.636079442454502,0.13037109375,0.14951181411743164,0.9991232826723717,0.2817794382572174,3660,0.014015643,0.001505647572048474
753664,200.0,1143,368,-178.83536422999998,659,0.0003,0.2,-0.15369513668119908,8.505956278322264,0.084716796875,4.196635723114014,0.9842681214213371,0.28221067786216736,3670,0.0072346316,-2.084939478663728e-06
755712,200.0,1143,369,-171.22859372,660,0.0003,0.2,-0.15501069873571396,1.885278717149049,0.07734375,0.11205489188432693,0.9963336235377938,0.28402313590049744,3680,0.00634721,0.0007340288517298177
757760,200.0,1143,370,-175.01905059,662,0.0003,0.2,-0.15665519312024118,0.368858507371624,0.155908203125,0.049736201763153076,0.9968101205304265,0.2812636196613312,3690,0.023770288,0.004760021057882114
759808,200.0,1144,371,-180.80849046,664,0.0003,0.2,-0.15143961869180203,4.3894477081252266,0.04716796875,0.2577025890350342,0.988012220710516,0.28064942359924316,3700,0.0037577553,-0.0010026972769992426
761856,200.0,1144,372,-179.11762225,665,0.0003,0.2,-0.14928132556378843,1.721605239971541,0.12236328125,0.1826632171869278,0.995910715777427,0.2807667553424835,3710,0.0076349415,-0.000558179750078125
763904,200.0,1144,373,-187.14492160999998,667,0.0003,0.2,-0.14791078716516495,10.52526211310178,0.0693359375,1.7379993200302124,0.9916396737098694,0.28071966767311096,3720,0.0075032683,-0.002094401563590509
765952,200.0,1145,374,-185.27743643999995,668,0.0003,0.2,-0.14566355310380458,2.4963414107216524,0.0865234375,0.5839613080024719,0.9941554176621139,0.2783315181732178,3730,0.0072452486,-0.001499985237387591
768000,200.0,1145,375,-185.50122457999998,670,0.0003,0.2,-0.13946116715669632,5.3142722201300785,0.087841796875,0.502383828163147,0.992868535220623,0.2770434021949768,3740,0.006776111,0.001888775832776446
770048,200.0,1145,376,-181.90079609000003,671,0.0003,0.2,-0.13377444595098495,2.329428187943995,0.164697265625,2.1595137119293213,0.987803895957768,0.2763277292251587,3750,0.036490873,0.00742603675898863
772096,200.0,1146,377,-177.70075268,673,0.0003,0.2,-0.13390057310461997,1.2520290006650612,0.157373046875,0.10394124686717987,0.9976951426360756,0.27797842025756836,3760,0.016521927,0.003730733130214503
774144,200.0,1146,378,-174.05331921999996,675,0.0003,0.2,-0.13183569498360156,0.3902706149441656,0.137744140625,0.1907685250043869,0.9984185738721862,0.2734268009662628,3770,0.026589084,-0.003146911748444836
776192,200.0,1146,379,-172.99543028000005,676,0.0003,0.2,-0.12314403057098389,8.816599095845595,0.074853515625,0.2622924745082855,0.9819267950952053,0.2744762897491455,3780,0.0052252132,-0.0023501738985942213
778240,200.0,1147,380,-162.25582799999998,678,0.0003,0.2,-0.12735693641006945,8.524809095438105,0.237255859375,2.633430004119873,0.9742947444319725,0.274324893951416,3790,0.025056962,0.004667779159626661
780288,200.0,1147,381,-162.67875526999998,679,0.0003,0.2,-0.1327206615358591,0.2558712173558888,0.18564453125,0.11343912780284882,0.9974892395548522,0.27890458703041077,3800,0.046379242,0.001655734246742213
782336,200.0,1147,382,-158.68682689,681,0.0003,0.2,-0.1445069272071123,6.52162534352392,0.05703125,0.5875903367996216,0.9940169677138329,0.2813054919242859,3810,0.007867349,-0.0033134119235910474
784384,200.0,1148,383,-161.53809048000002,683,0.0003,0.2,-0.15309317037463188,10.709809366072296,0.052783203125,14.52662181854248,0.9909001067280769,0.2828995883464813,3820,0.004338797,0.001415024185553193
786432,200.0,1148,384,-165.99409572999997,684,0.0003,0.2,-0.15631334036588668,12.511346380785108,0.0349609375,4.478920936584473,0.9884697571396828,0.2826523184776306,3830,0.0044545317,-0.0020190779550830484
788480,200.0,1148,385,-168.26135060000001,686,0.0003,0.2,-0.15077932737767696,6.594722257228568,0.133251953125,0.40450456738471985,0.9888287046924233,0.28027334809303284,3840,0.00930928,0.0005612357694189995
790528,200.0,1149,386,-160.44059441,687,0.0003,0.2,-0.14402737580239772,12.739260818250477,0.17958984375,5.64095401763916,0.9885810213163495,0.27822625637054443,3850,0.0054623443,-0.002222844664356671
792576,200.0,1149,387,-162.82248742,689,0.0003,0.2,-0.13507162630558014,2.1657865441578905,0.122998046875,0.07926248013973236,0.9719026573002338,0.2756623923778534,3860,0.005844501,0.003940996443270705
794624,200.0,1149,388,-162.44359445999999,691,0.0003,0.2,-0.1343412607908249,1.8950616191141307,0.1310546875,1.3151333332061768,0.9959781323559582,0.27877628803253174,3870,0.014390105,0.0024733039588682006
796672,200.0,1149,389,-172.25619697999994,692,0.0003,0.2,-0.14015778824687003,1.294650758942589,0.151318359375,0.22997675836086273,0.9959860243834555,0.2778472304344177,3880,0.023133166,-0.00018276030968991108
798720,200.0,1150,390,-171.74882245999999,694,0.0003,0.2,-0.13832686357200147,4.128955338476226,0.076123046875,0.9791723489761353,0.9881771579384804,0.27690407633781433,3890,0.010595413,0.00011814350364147685
800768,200.0,1149,391,-163.98275604000003,696,0.0003,0.2,-0.158830738440156,0.5956373079854529,0.1470703125,0.09990342706441879,0.9978968412615359,0.2911435663700104,3900,0.015664855,-0.005351266999787186
802816,200.0,1149,392,-172.34853532,698,0.0003,0.2,-0.18112216293811798,1.8935767728311474,0.093896484375,0.3441152572631836,0.9873721646144986,0.28634026646614075,3910,0.004554623,0.004991912300465628
804864,200.0,1149,393,-172.64323318000004,700,0.0003,0.2,-0.16892790533602237,5.814771507238038,0.075439453125,0.11745695769786835,0.9916542395949364,0.28668877482414246,3920,0.009174403,0.00040664949337951837
806912,200.0,1149,394,-174.49081848000003,702,0.0003,0.2,-0.17037667334079742,0.617519681819249,0.0951171875,0.092530257999897,0.9988886307692155,0.2883417308330536,3930,0.021345973,-0.00015477931665373035
808960,200.0,1148,395,-169.40882550999999,704,0.0003,0.2,-0.18463139198720455,2.1345691645052285,0.088427734375,0.24992677569389343,0.9982302765129134,0.29281261563301086,3940,0.0075597707,0.0005632143562252168
