time/episodes,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/actor_loss,train/critic_loss,time/fps,rollout/ep_len_mean,train/n_updates
180,0.001,-0.01059406,2192,179820,9.107068432520812e-05,1.3004127709344244e-08,82,999.0,178821
184,0.001,-0.010747410000000004,2245,183816,5.2323297574333197e-05,1.571318373859958e-08,81,999.0,182817
188,0.001,-0.010694680000000002,2296,187812,4.5191161321374656e-05,1.5924792651577168e-08,81,999.0,186813
192,0.001,-0.00995215,2346,191808,-0.00010445356528165562,1.3172398365491145e-08,81,999.0,190809
196,0.001,-0.00964445,2397,195804,-0.00012672342395573337,1.8925001882452897e-08,81,999.0,194805
200,0.001,-0.00970149,2448,199800,-0.00017729585997327345,1.308491088283678e-08,81,999.0,198801
204,0.001,-0.009537239999999999,2498,203796,-0.00029003760945246114,3.977608895611393e-08,81,999.0,202797
208,0.001,-0.009421160000000001,2549,207792,-0.0003810587738869388,1.468784425758409e-08,81,999.0,206793
212,0.001,-0.009288790000000002,2599,211788,-0.000570788843865407,1.3538255617447978e-08,81,999.0,210789
216,0.001,-0.009270780000000001,2650,215784,-0.0007231331583789761,1.4264811087660623e-08,81,999.0,214785
220,0.001,-0.00920828,2701,219780,-0.0008563694497057655,1.3245360358496419e-08,81,999.0,218781
224,0.001,-0.00756742,2751,223776,-0.0009642509716535891,1.5800423501772632e-08,81,999.0,222777
228,0.001,-0.007582300000000001,2802,227772,-0.0010376109605169368,1.3742520700107483e-08,81,999.0,226773
232,0.001,-0.007230369999999999,2853,231768,-0.001136845021610716,1.2708274102479755e-08,81,999.0,230769
236,0.001,-0.00727221,2904,235764,-0.0012127520756919992,1.966758206988633e-08,81,999.0,234765
240,0.001,-0.006870170000000001,2954,239760,-0.0012597842068570826,1.5326982366350034e-08,81,999.0,238761
244,0.001,-0.005574320000000001,3005,243756,-0.0011180151962219282,1.3536607199635706e-08,81,999.0,242757
248,0.001,-0.005068609999999999,3056,247752,-0.001208476871168157,1.6705198818985374e-08,81,999.0,246753
252,0.001,-0.00465373,3106,251748,-0.0012752477308498459,1.6956093342110555e-08,81,999.0,250749
256,0.001,-0.004374339999999999,3157,255744,-0.0012595375961760662,1.5675554414358712e-08,80,999.0,254745
260,0.001,-0.00422477,3208,259740,-0.0012411178183253367,1.3873511136267528e-08,80,999.0,258741
264,0.001,-0.00372948,3259,263736,-0.0012627420722049203,1.827300363169896e-08,80,999.0,262737
268,0.001,-0.00322034,3309,267732,-0.001297773390430845,1.2610496693117998e-08,80,999.0,266733
272,0.001,-0.00440151,3360,271728,-0.0012472020022830253,1.2002368147071499e-08,80,999.0,270729
276,0.001,-0.0048946499999999995,3411,275724,-0.0012457147756292186,1.4681706210514808e-08,80,999.0,274725
280,0.001,-0.00471634,3463,279720,-0.0012682373118652096,1.7967817978902944e-08,80,999.0,278721
284,0.001,-0.004382640000000001,3513,283716,-0.0013342921226937976,1.409764365098562e-08,80,999.0,282717
288,0.001,-0.004244639999999999,3564,287712,-0.0013728656913727165,1.5179918307710954e-08,80,999.0,286713
292,0.001,-0.00423216,3615,291708,-0.0014051677944890045,1.1465719642699912e-08,80,999.0,290709
296,0.001,-0.00427126,3665,295704,-0.001409229029807168,1.3105353532564715e-08,80,999.0,294705
300,0.001,-0.004323940000000001,3715,299700,-0.0014133681702237387,1.6724124070220558e-08,80,999.0,298701
304,0.001,-0.00444177,3766,303696,-0.0014236134085878805,1.1909943341115015e-08,80,999.0,302697
308,0.001,-0.00443543,3817,307692,-0.0014401260179349102,1.0218359093376376e-08,80,999.0,306693
312,0.001,-0.0044202700000000004,3867,311688,-0.0014387892133945989,1.2373724124092478e-08,80,999.0,310689
316,0.001,-0.00666663,3918,315684,-0.0013603480794728996,1.1999594890124868e-08,80,999.0,314685
320,0.001,-0.00670437,3969,319680,-0.0013917920643927995,1.2090397764811992e-08,80,999.0,318681
324,0.001,-0.00684558,4019,323676,-0.0014294145691271002,1.5452543869698632e-08,80,999.0,322677
328,0.001,-0.00752405,4071,327672,-0.0014594452927972575,2.841814234253907e-08,80,999.0,326673
332,0.001,-0.0074437,4121,331668,-0.0014307502804693467,1.1925076477234646e-07,80,999.0,330669
336,0.001,-0.007391300000000001,4172,335664,-0.001395918492291186,2.8498825781538334e-09,80,999.0,334665
340,0.001,-0.007341500000000001,4223,339660,-0.0013502941427931717,6.442754399816175e-08,80,999.0,338661
344,0.001,-0.007264070000000001,4274,343656,-0.0013680222408810594,1.3029002881197632e-08,80,999.0,342657
348,0.001,-0.00725337,4324,347652,-0.001369374999389597,1.2249617020369444e-08,80,999.0,346653
352,0.001,-0.007173899999999999,4375,351648,-0.001284851786949475,1.1014489228756708e-08,80,999.0,350649
356,0.001,-0.01995612,4425,355644,-0.00105808701468035,1.2747188661422904e-08,80,999.0,354645
360,0.001,-0.019849130000000003,4476,359640,-0.0012838731138119558,1.2216033047603131e-08,80,999.0,358641
364,0.001,-0.019909639999999996,4526,363636,-0.0014643407943243677,1.3409740193912709e-08,80,999.0,362637
368,0.001,-0.020067170000000002,4577,367632,-0.0016253825165918683,1.3109856571626635e-08,80,999.0,366633
372,0.001,-0.018750499999999996,4628,371628,-0.0015071581366720857,2.675626743743577e-09,80,999.0,370629
376,0.001,-0.017979480000000003,4679,375624,-0.0016297431229413287,1.2675917721238983e-08,80,999.0,374625
380,0.001,-0.01798578,4730,379620,-0.001719206868269079,1.562858659576594e-08,80,999.0,378621
384,0.001,-0.017989890000000005,4780,383616,-0.0017867075366520876,1.1070676047280353e-08,80,999.0,382617
388,0.001,-0.01805408,4831,387612,-0.0018043618203393435,1.1983714372239292e-08,80,999.0,386613
392,0.001,-0.01815252,4882,391608,-0.0018179677585298355,1.0129256984385363e-08,80,999.0,390609
396,0.001,-0.0182378,4933,395604,-0.0018697942852287798,1.2376970371394977e-08,80,999.0,394605
400,0.001,-0.01819542,4983,399600,-0.0017727212789277354,1.498521711259067e-08,80,999.0,398601
404,0.001,-0.018200550000000003,5034,403596,-0.0018296573207144055,1.4315079370940286e-08,80,999.0,402597
408,0.001,-0.01832931,5085,407592,-0.0018632144540654601,1.234136940026104e-08,80,999.0,406593
412,0.001,-0.01841008,5135,411588,-0.0018894615864196607,1.0174499253428376e-08,80,999.0,410589
416,0.001,-0.0162066,5186,415584,-0.0018844424258196006,1.1595768178051135e-08,80,999.0,414585
420,0.001,-0.01627877,5237,419580,-0.0018857324188733633,1.609045961982704e-08,80,999.0,418581
424,0.001,-0.01624833,5288,423576,-0.0018813533736886951,1.6165701086496137e-08,80,999.0,422577
428,0.001,-0.01559091,5339,427572,-0.001880394642705562,1.105774214830572e-08,80,999.0,426573
432,0.001,-0.015717219999999997,5389,431568,-0.0018681166317170343,1.4579846023972817e-08,80,999.0,430569
436,0.001,-0.015789989999999997,5440,435564,-0.0018701962387847441,1.1282581554380241e-08,80,999.0,434565
440,0.001,-0.01589953,5491,439560,-0.001894553294624421,8.247327654281739e-09,80,999.0,438561
444,0.001,-0.016145919999999994,5541,443556,-0.001840639828790065,1.6266693362252348e-08,80,999.0,442557
448,0.001,-0.01629068,5592,447552,-0.001771454889983595,1.4099600165293322e-08,80,999.0,446553
452,0.001,-0.016322249999999996,5642,451548,-0.0016027705423912412,1.133559008529498e-08,80,999.0,450549
456,0.001,-0.0035870700000000004,5693,455544,-0.0015535786654940014,1.0649504526156356e-08,80,999.0,454545
460,0.001,-0.0035060399999999993,5744,459540,-0.0015623812755179202,1.3268885244183976e-08,79,999.0,458541
464,0.001,-0.00366612,5794,463536,-0.001562053924897225,1.0604090714139436e-08,79,999.0,462537
468,0.001,-0.003551040000000001,5847,467532,-0.0015683936288914046,1.1628759807193903e-08,79,999.0,466533
472,0.001,-0.00349986,5897,471528,-0.0015504693697990703,8.277350904614597e-09,79,999.0,470529
476,0.001,-0.0033802800000000007,5948,475524,-0.0015100532009064017,1.0434911377933576e-08,79,999.0,474525
480,0.001,-0.0034433600000000003,5999,479520,-0.0015109405464570115,1.1923736865724974e-08,79,999.0,478521
484,0.001,-0.0035142000000000003,6049,483516,-0.0014624048680024178,1.0503124217006152e-08,79,999.0,482517
488,0.001,-0.003459170000000001,6100,487512,-0.0014207610670869631,1.3270970102593235e-08,79,999.0,486513
492,0.001,-0.00342935,6150,491508,-0.00143402018533037,8.036654379743862e-09,79,999.0,490509
496,0.001,-0.00325821,6201,495504,-0.0014264499579833166,1.0212000685971067e-08,79,999.0,494505
500,0.001,-0.0033005400000000002,6251,499500,-0.0013158949533919313,1.0921741343426938e-08,79,999.0,498501
504,0.001,-0.008036060000000001,6302,503496,-0.0012066388066654821,1.011153261215686e-08,79,999.0,502497
508,0.001,-0.007963910000000001,6352,507492,-0.001345639494508766,1.1024246973648247e-08,79,999.0,506493
512,0.001,-0.007905579999999997,6403,511488,-0.0012226775858422613,1.0113228849179351e-08,79,999.0,510489
516,0.001,-0.007821429999999997,6454,515484,-0.0013683572707761142,1.0384027819277942e-08,79,999.0,514485
520,0.001,-0.007754799999999998,6505,519480,-0.0015185207661774544,7.93738810629503e-09,79,999.0,518481
524,0.001,-0.007687749999999998,6555,523476,-0.001585960675551145,1.0449908919777854e-08,79,999.0,522477
528,0.001,-0.007654599999999999,6606,527472,-0.0016652440213625345,1.6892050827846688e-08,79,999.0,526473
532,0.001,-0.007498819999999998,6657,531468,-0.001739475820550916,3.50374644876329e-08,79,999.0,530469
536,0.001,-0.007395849999999999,6708,535464,-0.0017598937710726612,1.1566888073787129e-08,79,999.0,534465
540,0.001,-0.0073931100000000005,6759,539460,-0.0018137884892623973,9.89313954720757e-09,79,999.0,538461
544,0.001,-0.007143050000000001,6809,543456,-0.0018391094339015829,1.1291694152749377e-08,79,999.0,542457
548,0.001,-0.00698475,6860,547452,-0.0016052142157125192,9.121341185444917e-09,79,999.0,546453
552,0.001,-0.0069259000000000005,6911,551448,-0.0017016354787002157,1.4509259836468877e-08,79,999.0,550449
556,0.001,-0.0068048399999999995,6962,555444,-0.001785274597702434,1.1534728732239338e-08,79,999.0,554445
560,0.001,-0.0070632299999999985,7012,559440,-0.002002941443001268,2.286008979835386e-09,79,999.0,558441
564,0.001,-0.006819810000000001,7064,563436,-0.0020128152824032144,1.6750582692085307e-08,79,999.0,562437
568,0.001,-0.006747930000000001,7114,567432,-0.0019814644130767213,9.43428828851415e-09,79,999.0,566433
572,0.001,-0.006801610000000002,7165,571428,-0.00196786695164633,9.704494718387202e-09,79,999.0,570429
576,0.001,-0.0067240200000000016,7216,575424,-0.001968951232533704,9.853751004313122e-09,79,999.0,574425
580,0.001,-0.006609780000000001,7267,579420,-0.0019485187753839222,1.1089384605006386e-08,79,999.0,578421
584,0.001,-0.006563000000000001,7317,583416,-0.0019380942885964378,1.4503414086089175e-08,79,999.0,582417
588,0.001,-0.006542410000000001,7368,587412,-0.001918720852423299,1.143473298008417e-08,79,999.0,586413
592,0.001,-0.00648312,7419,591408,-0.0019198829290439357,9.747864551567975e-09,79,999.0,590409
596,0.001,-0.00637764,7470,595404,-0.0019074635324045062,9.038112693195368e-09,79,999.0,594405
600,0.001,-0.006165460000000001,7520,599400,-0.001956618419294623,7.406503958494202e-09,79,999.0,598401
604,0.001,-0.0014317499999999999,7571,603396,-0.001887231740892657,1.1066024417056536e-08,79,999.0,602397
608,0.001,-0.0013800999999999996,7622,607392,-0.001926576038724645,9.88277774536726e-09,79,999.0,606393
612,0.001,-0.0014438499999999998,7674,611388,-0.001964851916120672,1.0538189573183187e-08,79,999.0,610389
616,0.001,-0.0015140299999999995,7724,615384,-0.0019763930872254247,9.327163310262293e-09,79,999.0,614385
620,0.001,-0.00151612,7775,619380,-0.0019123490125417953,5.961373791078055e-08,79,999.0,618381
624,0.001,-0.0015762100000000002,7826,623376,-0.0019808933369580423,1.2547951317096393e-08,79,999.0,622377
628,0.001,-0.00155312,7876,627372,-0.0020032933711804247,1.1864620268249634e-08,79,999.0,626373
632,0.001,-0.00157116,7927,631368,-0.0020178576349397306,1.0982476096559016e-08,79,999.0,630369
636,0.001,-0.0017868900000000002,7978,635364,-0.002059371884888014,9.941145082356892e-09,79,999.0,634365
640,0.001,-0.0017422599999999996,8028,639360,-0.00208308810747608,1.3207533214419742e-08,79,999.0,638361
644,0.001,-0.00178826,8079,643356,-0.0020764767650507383,8.234342151162947e-09,79,999.0,642357
648,0.001,-0.0018185,8130,647352,-0.002084876007695978,9.103293232478523e-09,79,999.0,646353
652,0.001,-0.0018227600000000003,8180,651348,-0.0020800882800565182,9.779551927472688e-09,79,999.0,650349
656,0.001,-0.0018617999999999998,8231,655344,-0.002086302471203586,1.3187714592312061e-08,79,999.0,654345
660,0.001,-0.0016489499999999995,8283,659340,-0.0021134218774611006,9.523105478505969e-09,79,999.0,658341
664,0.001,-0.0016590599999999997,8333,663336,-0.0021477272860832637,9.443781107374125e-09,79,999.0,662337
668,0.001,-0.00176832,8384,667332,-0.002169334192856311,2.365382433028357e-09,79,999.0,666333
672,0.001,-0.00177554,8435,671328,-0.0021652457548083518,9.084632700344447e-09,79,999.0,670329
676,0.001,-0.0017868,8485,675324,-0.0021451192116038547,1.3285112343969646e-08,79,999.0,674325
680,0.001,-0.00198473,8536,679320,-0.002119636081193608,1.112108806424613e-08,79,999.0,678321
684,0.001,-0.0018812300000000002,8587,683316,-0.0021900167947195032,1.4596120235375174e-08,79,999.0,682317
688,0.001,-0.0018349800000000002,8638,687312,-0.0021631598926603315,8.905739943685784e-09,79,999.0,686313
692,0.001,-0.00185791,8689,691308,-0.0021512889223093087,8.19361326604468e-09,79,999.0,690309
696,0.001,-0.0019241699999999998,8740,695304,-0.00213175101086378,1.1013074115776625e-08,79,999.0,694305
700,0.001,-0.00194941,8790,699300,-0.0021093926670773698,9.789939665453676e-09,79,999.0,698301
704,0.001,-0.0022065199999999996,8842,703296,-0.0021596828448093,8.215237833102167e-09,79,999.0,702297
708,0.001,-0.0024968199999999994,8892,707292,-0.0021494159357737866,1.3895461880549772e-08,79,999.0,706293
712,0.001,-0.00238267,8943,711288,-0.0021123018704710885,1.1057118620007991e-08,79,999.0,710289
716,0.001,-0.0023825499999999998,8994,715284,-0.0021160419440005083,9.410258027472082e-09,79,999.0,714285
720,0.001,-0.00236101,9044,719280,-0.0021040163174676184,1.0101554351599479e-08,79,999.0,718281
724,0.001,-0.0023129299999999995,9095,723276,-0.002150436910964713,1.1284988640116625e-08,79,999.0,722277
728,0.001,-0.0023236299999999997,9146,727272,-0.0021205201548793622,9.655890608633471e-09,79,999.0,726273
732,0.001,-0.00240374,9196,731268,-0.002090728839624438,1.1662482439491603e-08,79,999.0,730269
736,0.001,-0.0022064,9247,735264,-0.0020294606340004948,7.999531819143332e-09,79,999.0,734265
740,0.001,-0.0021661400000000004,9298,739260,-0.0019895388102447904,1.1111596723245531e-08,79,999.0,738261
744,0.001,-0.00222733,9349,743256,-0.0019466267721317298,8.24047931180416e-09,79,999.0,742257
748,0.001,-0.00229962,9399,747252,-0.0019342959793219277,9.394255320186598e-09,79,999.0,746253
752,0.001,-0.0025907,9451,751248,-0.0017735400993201707,9.091280717274528e-09,79,999.0,750249
756,0.001,-0.00266287,9502,755244,-0.0018382098055439997,7.837147933553879e-09,79,999.0,754245
760,0.001,-0.00264181,9553,759240,-0.0017850956891442428,8.256740173997115e-09,79,999.0,758241
764,0.001,-0.00312204,9604,763236,-0.0018176771088590001,9.46358554837612e-09,79,999.0,762237
768,0.001,-0.0031303900000000003,9654,767232,-0.0018521488988650842,9.646827094735668e-09,79,999.0,766233
772,0.001,-0.00459111,9705,771228,-0.0018362155622542577,1.0191464612298792e-08,79,999.0,770229
776,0.001,-0.00460795,9755,775224,-0.0018597559544730473,9.68071979033851e-09,79,999.0,774225
780,0.001,-0.005865670000000001,9805,779220,-0.001788248748260292,1.0788563590622766e-08,79,999.0,778221
784,0.001,-0.00600285,9856,783216,-0.0017772607129622807,7.575193921782386e-09,79,999.0,782217
788,0.001,-0.006146769999999999,9906,787212,-0.0017358094774973434,1.0560828167330086e-08,79,999.0,786213
792,0.001,-0.006658659999999999,9957,791208,-0.0017256571584287005,8.523038509926611e-09,79,999.0,790209
796,0.001,-0.00683688,10007,795204,-0.0017854442556124847,9.646569295757335e-09,79,999.0,794205
800,0.001,-0.0070188099999999995,10059,799200,-0.0017766367009672168,9.085711830504997e-09,79,999.0,798201
804,0.001,-0.00673543,10110,803196,-0.0017954172312260584,4.39715857755293e-09,79,999.0,802197
808,0.001,-0.00665412,10161,807192,-0.001802165382863344,8.033358422754155e-09,79,999.0,806193
812,0.001,-0.00689405,10211,811188,-0.0017266314051620237,9.207860300494572e-09,79,999.0,810189
816,0.001,-0.006883990000000001,10262,815184,-0.0017593959998991992,7.374915322848312e-09,79,999.0,814185
820,0.001,-0.007076130000000001,10312,819180,-0.0017511399897016785,7.773178630010669e-09,79,999.0,818181
824,0.001,-0.00712934,10363,823176,-0.0017646933582754017,6.142874765497881e-09,79,999.0,822177
828,0.001,-0.007600530000000001,10414,827172,-0.0016995731516749606,7.435862611181987e-09,79,999.0,826173
832,0.001,-0.00888309,10464,831168,-0.0016737059859961675,8.92818280301294e-09,79,999.0,830169
836,0.001,-0.009660290000000002,10515,835164,-0.0016085910560745928,1.483339864225089e-08,79,999.0,834165
840,0.001,-0.009803380000000002,10565,839160,-0.0015646958612026767,7.942008890593266e-09,79,999.0,838161
844,0.001,-0.009857270000000001,10616,843156,-0.0016021957054400482,8.779917329738746e-09,79,999.0,842157
848,0.001,-0.01015857,10667,847152,-0.0015540927559047847,9.084195695592462e-09,79,999.0,846153
852,0.001,-0.010595189999999999,10718,851148,-0.0014588593145122973,9.639727318353528e-09,79,999.0,850149
856,0.001,-0.011077100000000005,10768,855144,-0.0014128733385662857,7.851175267458476e-09,79,999.0,854145
860,0.001,-0.01120511,10818,859140,-0.001396638721163728,1.7845714943804342e-08,79,999.0,858141
864,0.001,-0.010743429999999998,10869,863136,-0.001472289899939315,7.412575816058821e-09,79,999.0,862137
868,0.001,-0.01189778,10919,867132,-0.0014426855010785035,7.2966738539750456e-09,79,999.0,866133
872,0.001,-0.010685489999999999,10970,871128,-0.0013765827312159377,8.04895572727831e-09,79,999.0,870129
876,0.001,-0.01106498,11021,875124,-0.0013961640285776445,8.499141999398543e-09,79,999.0,874125
880,0.001,-0.009799880000000002,11071,879120,-0.0014004911844002399,7.402074994132056e-09,79,999.0,878121
884,0.001,-0.0100214,11122,883116,-0.001371235039236175,9.338016494903195e-09,79,999.0,882117
888,0.001,-0.010780060000000001,11172,887112,-0.0013003850780969096,7.977367705040442e-09,79,999.0,886113
892,0.001,-0.010701780000000003,11223,891108,-0.0012348397363171175,7.652209208413213e-09,79,999.0,890109
896,0.001,-0.010894939999999999,11275,895104,-0.001162964087613561,7.95122365059602e-09,79,999.0,894105
900,0.001,-0.010957489999999997,11325,899100,-0.0011761557855372979,8.920857747518479e-09,79,999.0,898101
904,0.001,-0.011122920000000001,11376,903096,-0.001137016725237458,9.145408404612623e-09,79,999.0,902097
908,0.001,-0.012107299999999996,11426,907092,-0.0011116925698543738,7.74603869399001e-09,79,999.0,906093
912,0.001,-0.01208654,11477,911088,-0.0011079291864582621,7.213476360230338e-09,79,999.0,910089
916,0.001,-0.012322719999999999,11527,915084,-0.0011343173673367118,7.372972286546721e-09,79,999.0,914085
920,0.001,-0.012565340000000001,11578,919080,-0.001095839330947047,6.4828977667375635e-09,79,999.0,918081
924,0.001,-0.012882820000000001,11628,923076,-0.0010922520704734306,8.2270117625798e-09,79,999.0,922077
928,0.001,-0.012804530000000001,11678,927072,-0.0010442015062598093,7.906134399666704e-09,79,999.0,926073
932,0.001,-0.012640570000000002,11729,931068,-0.0009348301371481191,6.317502443202254e-09,79,999.0,930069
936,0.001,-0.012306719999999998,11779,935064,-0.0008702125137583731,1.092475685623303e-08,79,999.0,934065
940,0.001,-0.01256605,11830,939060,-0.00080864518412153,9.117771357727508e-09,79,999.0,938061
944,0.001,-0.012983610000000003,11881,943056,-0.0007670772207672013,9.618090007416572e-09,79,999.0,942057
948,0.001,-0.013211339999999999,11932,947052,-0.0007517480012434358,1.531054175654542e-08,79,999.0,946053
952,0.001,-0.013197629999999998,11982,951048,-0.0007211458610723381,8.872979682104096e-09,79,999.0,950049
956,0.001,-0.01295641,12032,955044,-0.0007091322330523979,6.237235902888232e-09,79,999.0,954045
960,0.001,-0.01318954,12082,959040,-0.0007068896078848624,7.228528265648096e-09,79,999.0,958041
964,0.001,-0.0133421,12133,963036,-0.0006860319747113146,6.926025568624042e-09,79,999.0,962037
968,0.001,-0.012818920000000001,12184,967032,-0.00031182098907381377,6.856778336725097e-09,79,999.0,966033
972,0.001,-0.01292448,12234,971028,-0.00033589539932406596,6.171623617867872e-09,79,999.0,970029
976,0.001,-0.01291304,12284,975024,-0.00037700731299118197,7.673188711200931e-09,79,999.0,974025
980,0.001,-0.013579469999999998,12335,979020,-0.0004173364244737999,9.153760360911076e-09,79,999.0,978021
984,0.001,-0.01376598,12385,983016,-0.00048549893163417855,7.735340916619826e-09,79,999.0,982017
988,0.001,-0.013544879999999997,12436,987012,-0.0005008128135730092,1.1201559463230082e-08,79,999.0,986013
992,0.001,-0.013386259999999997,12486,991008,-0.0005385737711010195,8.289878991005992e-09,79,999.0,990009
996,0.001,-0.013273759999999999,12537,995004,-0.000510655323081222,4.939479154463954e-10,79,999.0,994005
1000,0.001,-0.014162729999999997,12587,999000,-0.00048204096684650004,7.199815823633983e-09,79,999.0,998001
